Year	Flux	Count_obs	Flux_per_err
1980	3143808.63	15	22.056141
1981	1092271.02	16	17.048285
1982	1462933.51	13	22.727895
1983	3175094.79	 7	15.131824
1984	1617791.41	 6	15.657874
1985	1711869.39	 7	13.016552
1986	1897587.92	 7	11.196224
1987	1677781.88	 6	39.111142
1988	1914525.79	 6	17.772849
1989	1671900.59	 6	 9.924209
1990	1581311.35	 6	42.119203
1991	1947126.40	 6	14.451468
1992	2111499.80	 6	10.168443
1993	4896419.89	 6	25.620160
1994	1685491.74	 5	22.030107
1995	3464439.67	 0	      NaN
1996	2179561.80	 3	12.485007
1997	2209283.02	 8	11.085726
1998	3290783.02	 5	23.824991
1999	1629649.61	15	16.139671
2000	1710159.31	14	 6.867650
2001	1619366.99	11	 9.975831
2002	1297445.59	 8	13.674558
2003	1475246.09	 6	18.086649
2004	1545305.07	 0	      NaN
2005	2727918.64	 0	      NaN
2006	1206835.56	 0	      NaN
2007	 947033.01	 0	      NaN
2008	1034571.97	 0	      NaN
2009	 814949.19	 7	11.735909
2010	1280703.86	12	25.125769
2011	1073955.99	 0	      NaN
2012	 626300.93	 3	11.812406
2013	 547793.51	18	11.633270
2014	 539373.83	18	22.625822
2015	 531435.62	18	18.895635
2016	 575367.83	17	17.454956
