Year	Flux	Count_obs	Flux_per_err
1980	18208563.52	12	25.377266
1981	22210323.33	10	24.370947
1982	20911263.52	 5	14.694273
1983	33138362.28	 4	31.477291
1984	31662209.26	 7	22.480507
1985	16973747.76	15	25.933196
1986	26973948.04	31	15.663533
1987	18648044.95	29	23.168774
1988	14781156.02	25	37.406733
1989	21040490.49	56	24.128334
1990	28753209.78	34	27.447475
1991	16673275.40	22	18.519985
1992	20791602.93	25	18.321224
1993	27023619.57	32	30.377186
1994	26515284.77	 5	30.698282
1995	11362965.72	 3	18.745879
1996	26648474.46	 0	      NaN
1997	12014797.19	 0	      NaN
1998	20898601.39	 0	      NaN
1999	13079785.21	 0	      NaN
2000	20363563.30	 0	      NaN
2001	11502960.22	 0	      NaN
2002	15231503.94	 4	14.066902
2003	23208116.23	 7	17.067014
2004	20912707.16	 4	13.403298
2005	17811965.67	 0	      NaN
2006	19408728.63	 0	      NaN
2007	14214403.96	 4	16.882188
2008	15096540.44	 5	10.997197
2009	11936246.32	 4	 4.094273
