Year	Flux	Count_obs	Flux_per_err
1980	 824101.65	13	14.44637
1981	 836074.17	 9	13.87939
1982	 975381.45	 8	31.88773
1983	1087151.89	 8	15.91331
1984	 990007.64	 9	23.45138
1985	1068399.57	10	17.74095
1986	 995442.65	 9	11.77376
1987	1156229.74	 8	13.14509
1988	1018787.07	10	16.11118
1989	 964464.77	 9	12.71755
1990	1311798.27	 9	21.42583
1991	1126087.89	 9	26.03191
1992	1001075.53	 7	17.43656
1993	1300123.50	 6	15.79199
1994	 998403.71	 9	12.82828
1995	1093415.50	13	23.78352
1996	 997626.87	 9	17.41881
1997	1005282.46	 3	11.44658
1998	1169941.03	 0	     NaN
1999	1116551.44	29	19.21044
2000	1006971.60	19	11.95597
2001	1195526.66	11	18.18062
2002	1048533.94	10	19.94690
2003	 997874.25	 7	11.96227
