Year	Flux	Count_obs	Flux_per_err
1980	 9245322.12	10	 36.44660
1981	 9867691.41	 5	 39.60462
1982	32893523.25	 7	 18.96474
1983	29481030.67	 5	 23.86359
1984	30658203.74	 7	226.86509
1985	14494057.00	 6	101.02793
1986	29625701.04	 6	 12.73747
1987	13642767.09	 6	 11.98305
1988	 3900846.53	 6	 84.25380
1989	 1965016.16	 6	 77.80492
1990	26094033.37	 6	 19.51006
1991	22397117.29	 6	 93.53497
1992	24218232.01	 5	 14.20467
1993	60335626.82	 5	 56.42473
1994	 8579093.84	 4	105.13141
1995	21830030.28	 3	 48.82949
1996	20316306.22	10	 35.19187
1997	14157214.09	14	 38.61204
1998	40304473.55	11	 15.79583
1999	21030206.98	 1	171.66631
2000	 7384837.05	 0	      NaN
2001	29315762.67	 0	      NaN
2002	13766939.64	 0	      NaN
2003	 9684418.95	 0	      NaN
2004	19490472.70	 9	 21.60463
2005	14122022.94	12	 23.55481
2006	 8839315.57	12	 32.38964
2007	31954220.62	12	 26.11564
2008	42634848.07	10	 24.93225
2009	36275933.73	10	 15.27361
2010	52473212.06	10	 29.75104
2011	23693571.08	11	 36.62708
2012	 4469716.04	12	 56.66600
2013	24757956.25	12	 45.41148
2014	16070614.36	 9	 22.72666
