Year	Flux	Count_obs	Flux_per_err
1980	292275.52	12	 19.725393
1981	 45302.14	12	 26.195773
1982	 40456.31	11	 50.327215
1983	198553.62	 3	 93.677867
1984	 88960.54	 3	 71.114998
1985	 55039.87	 2	171.772691
1986	 68035.49	 1	 49.236142
1987	 28356.94	 0	       NaN
1988	 23964.85	 0	       NaN
1989	 26835.78	 0	       NaN
1990	 18167.02	 0	       NaN
1991	 22600.07	 0	       NaN
1992	 20470.97	 0	       NaN
1993	 19157.63	 1	200.575828
1994	 19529.44	 1	 20.352857
1995	152471.09	 0	       NaN
1996	 16115.13	 0	       NaN
1997	105510.79	 0	       NaN
1998	 34057.99	 0	       NaN
1999	 76456.15	 0	       NaN
2000	 19860.97	 0	       NaN
2001	 13387.04	13	 46.550685
2002	 16225.44	15	 34.817935
2003	 18881.35	15	 26.218146
2004	 25365.51	15	 24.087479
2005	 37541.22	15	 18.010710
2006	 19265.43	15	 15.784298
2007	 13328.87	12	 16.815435
2008	 16331.99	12	 23.990344
2009	 13478.19	10	 21.108959
2010	 46540.02	10	  9.047753
2011	 25659.79	10	 27.953269
2012	 30327.67	10	 12.196181
2013	108128.55	11	 13.977615
2014	 62902.43	12	 17.290267
2015	138027.50	12	 29.511420
2016	 36000.82	12	 17.647746
