Year	Flux	Count_obs	Flux_per_err
1980	 53880733.30	13	28.568952
1981	 65441843.75	11	12.419097
1982	 85757575.25	10	14.921337
1983	 72616177.55	10	29.572350
1984	 63607012.46	 7	12.086437
1985	 77237833.65	 8	 9.188802
1986	 58158484.68	 9	14.411365
1987	 49836922.19	13	12.139958
1988	 47378809.74	18	10.513211
1989	 46659504.05	15	14.333488
1990	 84543664.39	18	21.873387
1991	 75527078.65	16	13.973001
1992	 52776239.30	10	17.028549
1993	107220355.72	10	47.551747
1994	 50984600.93	13	17.607862
1995	 58374418.57	12	11.864836
1996	 60622882.39	18	 8.450150
1997	 66009417.49	 3	 7.370699
1998	 80198965.14	 0	      NaN
1999	 60809507.02	 0	      NaN
2000	 48682783.29	 0	      NaN
2001	 71921970.27	 0	      NaN
2002	 73969371.78	 0	      NaN
2003	 52908078.99	 0	      NaN
2004	 56518376.25	 0	      NaN
2005	 41985388.01	 0	      NaN
2006	 50454304.52	 0	      NaN
2007	 59479265.75	 0	      NaN
2008	 71344832.82	 0	      NaN
2009	 73700480.50	 0	      NaN
2010	 47098338.93	 0	      NaN
2011	 57089938.31	 0	      NaN
2012	 28087870.55	 0	      NaN
2013	 46012027.91	 0	      NaN
2014	 50916734.28	 0	      NaN
2015	 57646491.92	 3	12.359641
