Year	Flux	Count_obs	Flux_per_err
1996	3075179.86	13	22.12042
1997	2469921.34	33	44.54527
1998	1949097.98	 2	18.99343
1999	1122842.29	 0	     NaN
2000	1077976.15	 0	     NaN
2001	1824003.80	 8	25.61770
2002	1877126.79	 8	57.29104
2003	4456388.06	 6	36.12533
2004	2902041.18	 2	49.83498
2005	2697013.42	 0	     NaN
2006	2088920.69	 0	     NaN
2007	2534090.21	 0	     NaN
2008	2787115.67	 0	     NaN
2009	1341427.13	 0	     NaN
2010	2215993.87	 0	     NaN
2011	4505508.67	 0	     NaN
2012	 832866.21	 0	     NaN
2013	2330737.44	 3	21.68857
2014	2001233.69	49	31.29147
2015	3284641.10	78	63.14971
2016	1357447.50	71	47.83671
