Year	Flux	Count_obs	Flux_per_err
1980	12224761.04	12	45.35093
1981	14270083.89	11	42.70960
1982	14767464.74	 5	20.07147
1983	14932325.42	 3	24.08535
1984	19065827.19	 7	33.76333
1985	11787360.89	15	28.71012
1986	14032973.39	32	14.62369
1987	 9813315.90	26	22.64795
1988	 8090623.00	27	50.98557
1989	10800485.52	54	38.28916
1990	14148403.48	32	46.40022
1991	 8000548.99	22	29.48212
1992	 9602171.69	25	50.21171
1993	13930768.56	33	29.46045
1994	13500709.98	 5	62.28941
1995	 6529315.45	 3	78.96514
1996	11733080.62	 0	     NaN
1997	 6943149.64	 0	     NaN
1998	 8806627.38	 0	     NaN
1999	 7113010.21	 0	     NaN
2000	 7424628.01	 0	     NaN
2001	 6046885.47	 0	     NaN
2002	 7674548.58	 4	26.51105
2003	11824327.28	 7	24.08418
2004	12140000.32	 4	23.71059
2005	 8142355.27	 0	     NaN
2006	 8302572.43	 0	     NaN
2007	 6652629.29	 3	27.60629
2008	 7216592.18	 5	28.66486
2009	 6741896.31	 3	41.19052
