Year	Flux	Count_obs	Flux_per_err
1980	1096403.89	 9	19.682370
1981	 534657.22	 6	13.641739
1982	1443177.11	 6	15.700755
1983	1536922.48	 6	14.036655
1984	2005611.11	 6	14.047700
1985	 765082.98	 6	23.687404
1986	 490358.39	 6	11.198980
1987	1193677.64	 5	16.806593
1988	 555016.79	 6	20.776144
1989	2263595.30	 5	16.593594
1990	 916693.68	 5	18.909751
1991	 843082.19	 5	 9.118875
1992	1167023.67	 3	16.630835
1993	 894554.52	12	14.548642
1994	 578464.67	12	10.120001
1995	1013211.15	 7	16.327600
1996	1249099.17	 7	46.114927
1997	 583858.29	11	 8.673244
1998	1093726.37	17	 8.653391
1999	1482888.34	12	14.005421
2000	 819871.76	18	10.216839
2001	 567216.11	12	13.360483
2002	 598657.77	25	10.615437
2003	1334291.83	15	11.242830
2004	 640702.81	 0	      NaN
2005	 524414.30	 0	      NaN
2006	 845368.46	 0	      NaN
2007	 422371.76	 0	      NaN
2008	 484521.33	 0	      NaN
2009	 585417.05	 0	      NaN
2010	 741179.98	 0	      NaN
2011	 397035.69	 0	      NaN
2012	 476588.34	 6	 7.828784
2013	 843671.36	23	 7.949444
2014	1320826.43	23	12.413616
2015	1360908.48	24	 9.394585
2016	1374904.18	24	 9.610121
