Year	Flux	Count_obs	Flux_per_err
1992	 507903.64	 2	 21.83457
1993	1798606.81	11	 69.39793
1994	1611240.06	13	 51.68276
1995	1059431.95	12	 40.12031
1996	 866958.14	13	 45.25762
1997	 794171.87	 9	 57.67619
1998	1236189.31	 2	193.83978
1999	 633204.90	12	 24.24976
2000	  84035.65	12	 75.70407
2001	 288652.86	12	 40.55659
2002	1131829.60	12	 40.64971
2003	 500198.72	12	 14.80653
2004	 521866.70	11	 16.17659
2005	 539905.83	13	 42.71602
2006	 451263.24	12	 35.84165
2007	 360460.08	12	 33.59288
2008	1818828.40	12	 36.99032
2009	1279374.70	12	 28.58862
2010	 653836.65	12	 29.10919
2011	1112461.48	12	 15.33416
2012	 274255.85	12	 14.80538
2013	1055851.75	11	 56.67359
2014	 178255.23	12	 27.22161
2015	1446443.87	12	 40.29159
2016	 468069.06	14	 58.20617
