Year	Flux	Count_obs	Flux_per_err
1980	3191.662	10	 51.154548
1981	2835.778	 4	 16.527808
1982	4080.836	 4	 57.337149
1983	6040.266	 4	 57.112899
1984	4517.362	 4	126.166972
1985	2761.652	 4	 94.108636
1986	3698.406	 4	 15.373901
1987	3791.626	 4	 16.075235
1988	2968.659	 4	 86.270453
1989	4607.706	 4	 47.799498
1990	4337.538	 4	 36.878365
1991	3277.304	 3	 14.266741
1992	3294.792	 4	 70.660609
1993	2914.146	 3	 10.252863
1994	3790.723	 5	 12.325889
1995	2554.726	 4	 11.321030
1996	4400.957	 3	110.639857
1997	2878.788	 4	 61.594837
1998	2957.969	 4	 13.437011
1999	2832.993	 4	 19.041137
2000	2937.025	 4	  3.336389
2001	2455.245	 4	  6.324464
2002	2084.643	 4	 11.096464
2003	4709.129	 4	  8.594211
2004	3358.682	 4	  6.762860
2005	4540.482	 4	 12.063046
2006	4443.536	 6	 14.959177
2007	2979.369	12	 11.124814
2008	5059.452	12	  9.395768
2009	4319.254	11	  7.574574
2010	4298.067	12	 11.395610
2011	7248.597	12	  7.611255
2012	2605.082	12	  7.819932
2013	3821.283	12	  8.387202
2014	3528.420	12	 13.624176
2015	2598.886	11	  8.243966
2016	2093.661	12	  6.694582
