Year	Flux	Count_obs	Flux_per_err
1994	1686049.27	 1	31.62941
1995	1011775.11	 0	     NaN
1996	2962951.99	14	39.75017
1997	1005895.67	19	41.51074
1998	1866899.51	23	20.19855
1999	 643229.58	28	17.62409
2000	 590501.71	20	24.26254
2001	 834347.99	21	21.00397
2002	 846850.12	10	18.85736
2003	2838927.79	 0	     NaN
2004	1624414.63	 0	     NaN
2005	 851574.94	12	28.83578
2006	 960014.24	20	21.80304
2007	 752491.08	19	23.20817
2008	 602348.23	20	21.81532
2009	 775392.43	21	16.02939
2010	1195744.70	23	26.69315
2011	1678021.52	19	22.53426
2012	 818523.35	20	25.79302
2013	1397251.81	18	18.97015
2014	1194515.36	20	12.36699
2015	 995400.04	22	16.23234
2016	1060299.86	18	16.28396
