Year	Flux	Count_obs	Flux_per_err
1987	 142.1419	 7	 95.36413
1988	 779.6702	33	123.88074
1989	2157.5068	31	109.78328
1990	1090.2349	28	 79.39220
1991	 942.0097	29	 68.10013
1992	 612.4412	37	 56.89224
1993	3727.2618	37	 98.02117
1994	1056.4785	29	 64.22369
1995	5970.2771	43	 74.21376
1996	4304.4569	42	 89.19641
1997	4282.9931	30	 97.08443
1998	3388.9723	33	 63.61677
1999	2749.9456	28	 82.89688
2000	1767.3643	21	104.20851
2001	 552.9876	22	 53.78500
2002	1105.8104	23	 42.20192
2003	1041.3663	24	 35.64708
2004	1229.8383	23	 31.82999
2005	2167.0516	29	 44.09384
2006	3711.2599	26	 71.84935
2007	 647.6169	17	 70.54774
2008	 707.8142	23	 29.63335
2009	 697.5328	 0	      NaN
2010	1069.3265	 0	      NaN
2011	2516.8843	 3	112.37330
2012	 854.0746	23	 47.71217
2013	 598.0627	20	 65.93412
2014	 407.2594	18	 39.12406
2015	 343.2388	17	 27.29127
