Year	Flux	Count_obs	Flux_per_err
1980	202742.13	 3	64.510473
1981	224105.93	12	36.855789
1982	312649.97	12	45.467571
1983	376348.57	11	47.470755
1984	284965.54	11	37.089605
1985	171576.59	11	32.944074
1986	231877.41	11	23.836887
1987	200053.84	11	50.490140
1988	158178.23	11	17.049235
1989	253079.01	11	24.072434
1990	182359.88	11	32.800924
1991	164177.81	10	33.393388
1992	138156.37	10	35.009283
1993	155046.55	 6	42.020750
1994	148717.19	 9	23.441908
1995	112415.04	 7	19.238337
1996	200928.76	 7	21.176145
1997	111987.19	 8	45.133506
1998	148828.76	 8	16.971039
1999	110395.47	 8	13.185326
2000	135706.44	15	11.332503
2001	102769.82	19	15.612182
2002	 98912.53	 8	12.822182
2003	178190.92	10	 8.424958
2004	142208.65	12	19.102958
2005	191588.33	14	14.207381
2006	176591.10	20	10.861434
2007	119765.63	10	12.330485
2008	216780.12	12	11.329032
2009	146608.20	12	14.824490
2010	133132.75	12	 5.800875
2011	239892.26	12	14.667709
2012	 87509.05	12	11.683279
2013	125890.57	12	13.593116
2014	112478.71	12	14.419330
2015	 82766.27	12	16.406427
2016	 77132.48	12	11.042897
