Year	Flux	Count_obs	Flux_per_err
1989	100999.12	 3	21.254288
1990	 55973.55	12	23.275656
1991	 41846.65	11	27.861365
1992	 53949.13	12	17.817020
1993	 79668.47	12	22.183523
1994	 47082.30	12	28.844563
1995	 73754.11	 8	22.944938
1996	 69598.64	 7	42.479862
1997	 52860.76	 6	11.077991
1998	103206.08	 6	27.862380
1999	 45834.96	 6	18.100190
2000	 47201.63	 7	18.526223
2001	 25568.51	 8	14.620081
2002	 33933.80	 7	10.894000
2003	134658.01	 7	15.244624
2004	 38512.58	 6	 7.624444
2005	 30213.99	 7	18.626186
2006	 31965.97	 7	18.230480
2007	 23503.07	 7	15.149880
2008	 27527.18	 6	 5.776370
2009	 49598.69	 6	 5.991329
2010	 32268.63	 7	29.430988
2011	 10434.00	 7	17.929323
2012	 13953.81	 6	14.063398
2013	 45620.75	 6	21.791999
2014	 52984.44	 6	21.343158
2015	 74732.35	 9	19.749015
2016	 60641.06	 6	14.309877
