Year	Flux	Count_obs	Flux_per_err
1984	1064732.21	 3	33.9852107
1985	 429649.73	13	21.5753821
1986	 467321.78	23	24.7844328
1987	 422141.08	36	15.8456871
1988	 311562.31	22	37.4564910
1989	 736912.62	43	30.8398628
1990	 649776.05	 0	       NaN
1991	 262678.14	 0	       NaN
1992	 320625.24	 0	       NaN
1993	 636979.13	 0	       NaN
1994	 446056.39	 1	14.3828396
1995	 350981.01	 1	 9.6744682
1996	1064036.55	 0	       NaN
1997	 425988.43	 0	       NaN
1998	 600663.40	 0	       NaN
1999	 304386.56	 0	       NaN
2000	 258309.89	 0	       NaN
2001	 181433.76	 0	       NaN
2002	 211535.31	 0	       NaN
2003	 663486.46	 0	       NaN
2004	 604111.85	 0	       NaN
2005	 338337.62	 1	 0.9889076
