Year	Flux	Count_obs	Flux_per_err
1987	138.94868	 5	21.05702
1988	 54.75542	29	87.96959
1989	 73.91235	28	46.39566
1990	 34.62671	22	39.70587
1991	 19.55330	19	49.42601
1992	 11.19813	20	38.53544
1993	 82.95465	29	25.17429
1994	 18.53640	18	41.10926
1995	293.49252	27	33.13959
1996	276.15732	30	76.53930
1997	300.09853	22	87.79420
1998	376.06266	25	41.28404
1999	499.88255	24	58.81545
2000	205.74056	16	58.95789
2001	 78.21543	22	23.92529
2002	 61.63550	18	39.57698
2003	 70.26197	24	19.78346
2004	 68.26036	21	22.26539
2005	149.24293	29	29.09404
2006	236.30729	24	53.10247
2007	 71.30963	12	42.42020
2008	 36.57157	21	25.08936
