Year	Flux	Count_obs	Flux_per_err
1987	3395633.76	11	18.954419
1988	2913548.52	14	17.269454
1989	2373294.44	12	19.037022
1990	4009517.18	12	13.464098
1991	3460630.55	12	18.997499
1992	3054478.86	 6	 8.537368
1993	4267219.93	 6	17.566569
1994	3062656.93	 9	12.849006
1995	3490951.20	 9	11.075312
1996	3262957.25	 9	20.220571
1997	3361120.97	 3	20.870487
1998	3881412.89	 0	      NaN
1999	3648861.87	17	27.051997
2000	3516346.67	13	14.416125
2001	4181774.65	11	10.939846
2002	3051997.85	10	24.297126
2003	2732726.46	 7	14.606561
2004	3388985.30	 0	      NaN
2005	2483204.32	 0	      NaN
2006	3510847.87	 0	      NaN
2007	3662582.04	 0	      NaN
2008	4476711.27	 0	      NaN
2009	4365580.43	21	 9.502427
