Year	Flux	Count_obs	Flux_per_err
1980	 726472.33	12	46.796956
1981	 184084.81	 9	13.758706
1982	 640048.96	 6	41.158516
1983	 931405.76	 5	35.178951
1984	1239021.83	11	47.172322
1985	 807392.58	12	34.772845
1986	 415608.66	 8	 9.824577
1987	 819784.03	 6	39.243631
1988	 421407.96	 6	28.595630
1989	 789231.48	28	29.544811
1990	 735676.73	59	22.995122
1991	 342269.87	42	19.088255
1992	 382879.48	46	17.432975
1993	 947147.76	51	16.920206
1994	 982093.98	33	18.813749
1995	 551902.86	30	21.165356
1996	1191584.41	 4	14.567195
1997	 593142.87	 0	      NaN
1998	1242769.15	 0	      NaN
1999	 292140.31	 0	      NaN
2000	 364460.95	 0	      NaN
2001	 311413.22	 0	      NaN
2002	 164102.76	 0	      NaN
2003	1383813.49	 0	      NaN
2004	 733850.58	 3	 5.184557
2005	 530173.59	18	13.012663
2006	 591183.31	25	15.441374
2007	 396894.29	16	11.135319
2008	 347662.43	22	19.966824
2009	 635810.67	20	15.569217
2010	 510826.87	19	12.910964
2011	 633334.41	23	16.521464
2012	 368300.57	17	17.661041
2013	 655375.97	22	18.360934
2014	 712552.29	15	18.178113
2015	 461409.03	24	11.294533
2016	 661537.68	21	13.184774
