Year	Flux	Count_obs	Flux_per_err
1984	3481964.43	 3	25.281868
1985	1802512.02	16	24.563758
1986	2926987.88	28	13.621986
1987	2459958.87	39	13.513230
1988	2020569.00	23	37.739887
1989	2955569.96	46	20.838169
1990	2943245.49	 0	      NaN
1991	1760030.58	 0	      NaN
1992	2684763.52	 0	      NaN
1993	4359867.55	 0	      NaN
1994	4969104.92	 1	 2.384927
1995	3131504.23	 0	      NaN
1996	8448841.75	 0	      NaN
1997	3047995.45	 0	      NaN
1998	4506975.74	 0	      NaN
1999	2304474.55	 0	      NaN
2000	2777248.46	 0	      NaN
2001	1474770.38	 0	      NaN
2002	2115311.11	 0	      NaN
2003	5828120.22	 0	      NaN
2004	5196619.93	 0	      NaN
2005	3231992.67	 0	      NaN
2006	4596201.43	 0	      NaN
2007	2455408.56	 3	 6.785146
2008	3089235.26	 4	 9.729954
2009	3771790.52	 3	14.230224
