Year	Flux	Count_obs	Flux_per_err
1980	 16807.7629	 2	 95.21827
1981	113183.9961	 5	 52.78216
1982	 10781.8095	 2	 78.50717
1989	 15842.8066	 6	 49.17897
1990	  1492.2025	 4	 30.30557
1991	 57387.3988	11	 66.59650
1992	129974.4153	 9	207.63915
1993	  5997.0079	14	 56.53420
1994	  6635.2507	20	 67.86076
1995	 35759.9349	 4	174.13587
1996	   158.4186	 2	 60.54225
1997	203077.5588	 5	232.14312
1998	 75073.7733	 7	 87.32811
1999	  2518.9885	 7	161.00895
2000	 10251.0433	 7	 45.08201
2001	 66913.2851	 6	266.72752
2002	204526.3594	 7	153.37825
2003	 32903.9352	 6	148.07665
2004	175884.6334	 3	114.70485
2005	 20206.3913	 0	      NaN
2006	   803.0937	 2	 45.41672
2007	161552.9080	 2	 42.36948
2008	  1884.8419	 2	 22.26743
2009	 36792.0123	 2	 51.55882
2010	139051.3679	 1	360.09065
2011	  1186.0246	 3	 29.62661
2012	 25613.1546	 2	 32.96561
2013	 67615.3368	 1	130.06853
2014	 20139.9830	 2	 64.28969
2015	369694.2489	 2	 57.35068
2016	179430.7223	 2	187.08080
