Year	Flux	Count_obs	Flux_per_err
1980	1373544.14	12	27.101895
1981	1272563.39	12	26.898211
1982	1636770.96	12	20.136085
1983	1965333.04	10	31.388829
1984	1681487.40	11	24.306238
1985	1271370.36	11	27.543857
1986	1479477.07	11	 9.997152
1987	1465234.46	11	62.340151
1988	1227877.40	16	15.238969
1989	1623262.84	21	24.094685
1990	1381912.95	23	42.558219
1991	1153189.22	10	19.403759
1992	1096474.53	 9	36.277981
1993	1045815.40	 6	26.550948
1994	1091887.08	12	14.342062
1995	 899012.26	 8	19.237388
1996	1234365.93	 7	12.098736
1997	 852361.82	 8	10.326062
1998	 857574.29	 8	12.365302
1999	 814491.46	 8	19.363715
2000	 721036.36	 8	15.993936
2001	 636990.78	 8	26.695750
2002	 534507.76	 8	30.611179
2003	 847594.45	 8	16.482560
2004	 574352.42	 8	12.990634
2005	 646427.81	 8	10.596691
2006	 742537.26	10	14.936638
2007	 465430.31	12	14.932287
2008	 641488.48	12	18.935354
2009	 534216.96	12	11.682891
2010	 497269.73	12	13.379008
2011	 811001.28	12	14.270916
2012	 352183.10	12	26.214213
2013	 468204.19	12	15.191563
2014	 468500.97	12	13.859657
2015	 341717.69	12	17.476236
2016	 280156.74	12	18.707248
