Year	Flux	Count_obs	Flux_per_err
1980	388574.91	12	21.41573
1981	347553.67	11	12.90245
1982	569703.15	12	41.91583
1983	681749.40	11	19.17493
1984	648954.08	12	27.67823
1985	416682.70	12	20.48408
1986	498552.23	12	33.15715
1987	618231.51	12	19.91415
1988	475389.41	12	29.93563
1989	596608.99	12	16.74564
1990	609973.59	12	25.60838
1991	559135.91	12	17.82044
1992	547834.35	12	10.51964
1993	553708.63	12	35.97023
1994	466325.96	12	26.30065
1995	389359.49	12	13.93254
1996	529836.90	10	12.36560
1997	459485.13	 4	23.30466
1998	535143.52	 4	11.87364
1999	455701.20	 4	16.81252
2000	417209.02	 3	11.27456
2001	385916.95	 5	39.49716
2002	324965.51	 3	12.81818
