Year	Flux	Count_obs	Flux_per_err
1992	104065.67	 1	 4.00015
1993	211177.93	 0	     NaN
1994	175498.94	 0	     NaN
1995	114335.19	 0	     NaN
1996	243437.37	 0	     NaN
1997	127246.71	 0	     NaN
1998	194321.66	 0	     NaN
1999	111069.97	 0	     NaN
2000	118383.54	 0	     NaN
2001	102830.88	 0	     NaN
2002	 82956.89	 0	     NaN
2003	347118.99	 7	22.92946
2004	168560.54	16	12.50015
2005	175558.66	18	16.94735
2006	142621.72	 0	     NaN
2007	101629.86	 3	16.97578
2008	152872.30	19	39.79539
2009	207340.49	16	25.23632
2010	145341.16	17	30.66749
2011	191969.16	19	19.84366
2012	 93399.24	16	46.46669
2013	126549.55	17	43.17409
2014	215327.23	18	63.29104
2015	199543.59	15	46.88297
2016	140271.79	20	68.78424
