Year	Flux	Count_obs	Flux_per_err
1980	2003536.44	11	43.27726
1981	 650355.47	10	26.27945
1982	1370219.00	 6	35.68065
1983	2223203.74	 6	23.65439
1984	2549241.59	 6	44.16471
1985	1430398.25	 6	54.88749
1986	 884072.78	 6	17.49875
1987	1937097.88	 6	38.28575
1988	 780923.83	 6	52.45295
1989	1687844.75	 6	48.49261
1990	1250177.24	 6	20.82962
1991	3251316.41	 6	26.69509
1992	1971381.04	 6	23.78464
1993	1948404.89	 6	42.67429
1994	1389486.43	 6	38.90051
1995	2056559.83	 8	38.32185
1996	1068762.79	22	25.30763
1997	1170332.89	17	42.78091
1998	2600182.52	15	10.20932
1999	 878973.63	12	21.90805
2000	 914125.53	 4	18.33157
2001	 806254.51	 0	     NaN
2002	 616659.54	 5	22.96370
2003	3320708.34	 7	11.02393
2004	1086141.52	 0	     NaN
2005	1282463.63	 0	     NaN
2006	 748410.25	 0	     NaN
2007	 675393.71	 0	     NaN
2008	 747638.34	 0	     NaN
2009	1082567.51	 0	     NaN
2010	1072752.02	 0	     NaN
2011	 529289.66	 0	     NaN
2012	 597143.70	 4	26.29111
2013	2215118.70	18	12.95634
2014	1031759.14	17	24.35015
2015	2077386.30	18	12.04907
2016	1873417.54	17	13.65898
