Year	Flux	Count_obs	Flux_per_err
1980	 5074202.77	326	229.22477
1981	 7768907.72	339	104.32110
1982	 7681348.27	296	 54.19260
1983	 5833051.02	334	 35.84700
1984	 8875531.49	325	 47.58102
1985	 6688784.67	339	 50.03657
1986	 8401024.88	232	 67.54546
1987	 4696150.80	236	 45.07034
1988	 2855580.26	264	 51.38174
1989	 6216603.53	347	 30.48857
1990	12559774.40	340	 24.11622
1991	 4544765.17	331	 44.60066
1992	 9772002.38	323	 42.18634
1993	 8833321.18	327	 89.75772
1994	 4906460.41	330	 70.18066
1995	 6867998.14	326	 30.12958
1996	10807518.71	321	 39.80378
1997	10503556.85	300	 47.57542
1998	 8526336.74	350	 90.47628
1999	 4352150.17	352	 50.63178
2000	 6255896.77	289	 49.43999
2001	 5334235.99	 41	108.09230
2002	 7041325.87	344	 39.84124
2003	10757283.13	300	 37.05108
2004	 9412642.90	327	 46.94348
2005	 8751728.14	305	 38.08650
2006	 8736482.46	332	 33.97284
2007	 9369753.51	348	 43.24095
2008	10085724.71	325	 43.30303
2009	 4423095.02	333	 38.01934
2010	 6017375.28	353	 36.46963
2011	14749237.50	341	 32.60805
2012	 4719338.74	348	 64.11760
2013	 9005642.31	348	 35.32432
2014	 6076122.99	337	 35.20345
2015	 6784179.36	334	 45.28903
2016	 4325235.48	260	 25.70032
