Year	Flux	Count_obs	Flux_per_err
1993	303709.96	 9	40.23723
1994	328041.97	13	79.30455
1995	190858.24	 8	45.68798
1996	341898.90	10	25.17746
1997	263130.02	 7	26.30700
1998	309818.91	 5	34.53967
1999	267645.01	 6	49.23542
2000	179436.50	 6	27.80407
2001	340357.29	 5	97.06249
2002	390151.24	 7	42.30946
2003	 58214.78	 6	63.94553
2004	258782.45	 6	27.16695
2005	124560.63	 6	54.20803
2006	141134.95	 6	14.36695
2007	173265.84	 6	10.86215
2008	528944.21	 6	22.08658
2009	528262.54	 6	33.76626
2010	194867.81	 6	49.55571
2011	420874.07	14	42.90902
2012	193120.83	10	26.47058
2013	545763.29	12	39.57175
2014	280590.13	13	28.32734
2015	923476.79	13	29.19680
2016	213033.92	 9	32.79538
