Year	Flux	Count_obs	Flux_per_err
1980	1948033.51	12	40.670754
1981	1700727.16	12	24.226877
1982	2648838.51	12	25.860537
1983	3685152.50	11	33.328279
1984	3545441.32	11	20.384808
1985	1627089.80	11	22.681391
1986	2529676.65	11	12.768361
1987	2463425.31	11	63.406352
1988	1943456.93	17	37.112848
1989	2589178.60	21	14.798037
1990	3001950.41	23	20.497519
1991	1977412.95	11	13.121605
1992	1691951.01	 9	12.175705
1993	1987822.13	 7	33.869038
1994	2156015.57	 8	12.024238
1995	1493026.01	 6	43.227397
1996	3151726.57	 4	29.029039
1997	1626853.76	 4	56.332422
1998	1674482.56	 4	19.140150
1999	1767184.02	 4	12.898046
2000	1914008.81	 4	11.782433
2001	1315966.17	 4	 9.012420
2002	1152963.69	 4	11.105613
2003	2397923.43	 4	 3.351479
2004	1750305.76	 4	 6.931961
2005	2167346.98	 4	16.161859
2006	2216792.17	 6	 3.283779
2007	1552138.87	12	10.106230
2008	2353219.71	12	12.532515
2009	1866330.30	11	 9.223551
2010	1580861.44	12	 9.950212
2011	2686410.16	12	 8.472343
2012	1087711.69	12	11.733756
2013	1462448.77	12	11.411540
2014	1564132.00	12	12.166262
2015	1031311.53	12	13.428118
2016	 831792.71	12	10.834796
