Year	Flux	Count_obs	Flux_per_err
1980	 862969.07	12	 24.89359
1981	 639414.38	12	 44.79122
1982	1022311.13	11	 40.30812
1983	 885356.00	11	 75.07193
1984	 984471.34	11	 44.65897
1985	 621654.06	12	132.41030
1986	 530039.87	11	 47.03325
1987	 607544.62	12	 43.94546
1988	 478678.81	11	 26.86525
1989	1462244.02	12	 40.46161
1990	1341418.14	12	 37.76629
1991	1085105.57	12	 38.31738
1992	1101698.99	11	 30.82079
1993	 730704.31	11	 31.38314
1994	1273742.73	 4	 21.61991
1995	1012779.85	12	 22.95177
1996	1322877.15	12	 14.71032
1997	1098393.85	12	 17.17796
1998	1053607.68	12	 14.84535
1999	 815717.82	12	 43.35934
2000	 532017.31	12	 18.48737
2001	 680523.28	 0	      NaN
2002	 869284.05	12	 21.74452
2003	1321570.39	12	 71.02146
2004	1270454.02	 4	 18.82344
2005	 756542.59	15	 40.77430
2006	 420483.21	 8	 57.72181
2007	 183248.65	11	 98.81073
2008	 425397.44	12	 52.99126
2009	1133115.74	12	 66.63992
2010	 591247.62	12	 80.52134
2011	 875067.39	12	 55.51692
2012	 449004.92	12	 65.08243
2013	1446606.78	12	 21.77911
2014	 606652.29	12	 35.67434
2015	1005213.80	12	 23.16659
2016	 432752.75	12	 27.74542
