Year	Flux	Count_obs	Flux_per_err
1980	2637025.97	11	39.78115
1981	2849913.31	 9	31.05067
1982	4069794.89	 0	     NaN
1983	2519830.80	 0	     NaN
1984	2516093.54	 0	     NaN
1985	2036185.65	 0	     NaN
1986	1615495.36	 0	     NaN
1987	 963258.83	 0	     NaN
1988	 841436.24	 0	     NaN
1989	1587600.30	 3	18.77499
1990	1632549.05	 6	40.97718
1991	1273017.43	25	42.75689
1992	 429772.65	27	33.41634
1993	 950451.77	 6	43.19204
1994	 442685.98	 6	22.97662
1995	1269018.58	 5	29.39350
1996	1555089.41	 6	20.79327
1997	1910390.76	 6	38.13397
1998	 795202.19	 9	50.49752
1999	1241633.13	18	31.79080
2000	1146932.81	21	25.24532
2001	 521410.87	12	17.39649
2002	1343443.36	11	25.47478
2003	 866787.60	 6	31.27231
2004	 899118.22	 0	     NaN
2005	 726947.35	 0	     NaN
2006	1166249.94	 0	     NaN
2007	1000153.09	 6	19.63450
