Year	Flux	Count_obs	Flux_per_err
1980	300326.34	12	25.902024
1981	239917.88	12	24.101814
1982	531620.48	12	14.156843
1983	565926.60	12	29.266328
1984	494536.54	12	28.034943
1985	373342.43	12	34.639114
1986	426908.50	12	12.832723
1987	373234.97	12	20.642114
1988	348849.57	12	38.045179
1989	466621.05	12	19.588680
1990	382295.53	12	10.172063
1991	343320.57	10	15.082251
1992	334789.31	 6	16.973334
1993	296872.87	 5	 5.968686
1994	285375.42	 6	21.673638
1995	247477.94	 8	14.739167
1996	377476.70	 4	30.855119
1997	269981.33	 5	31.842862
1998	405661.83	 4	16.256392
1999	279068.65	 4	77.077821
2000	331797.06	 4	11.264775
2001	340786.22	 4	11.948427
2002	241068.69	 3	14.476025
2003	421938.04	 0	      NaN
2004	342228.06	 0	      NaN
2005	436936.95	 0	      NaN
2006	491743.48	 3	13.240946
2007	344977.54	12	 9.688325
2008	412215.56	12	11.083866
2009	506265.12	12	 9.467528
2010	415204.50	12	 7.026478
2011	452282.66	12	11.346643
2012	274364.27	12	10.456378
2013	324054.26	10	13.986609
2014	326565.71	12	 5.885541
2015	240495.18	12	11.060347
2016	265891.96	13	11.052196
