Year	Flux	Count_obs	Flux_per_err
1980	3689696.93	 6	 25.418251
1981	1855767.48	 6	  9.633171
1982	3572221.82	 0	       NaN
1983	4560654.59	 6	177.198797
1984	4447537.49	 6	 23.731730
1985	2725120.47	 0	       NaN
1986	2370609.70	 6	 32.087184
1987	3912418.21	 6	 40.537728
1988	2407899.75	 0	       NaN
1989	3478467.90	 4	 58.548910
1990	3946788.28	 6	 44.750796
1991	4553175.41	 0	       NaN
1992	4793913.44	 5	 17.647542
1993	4840903.21	 6	 39.388027
1994	5955046.72	 8	 26.426759
1995	4404476.81	12	 16.516909
1996	3748992.66	12	 20.172419
1997	4289738.13	11	 13.448581
1998	6005371.94	12	 10.597377
1999	2110919.79	12	 10.559064
2000	1942707.79	12	 12.621792
2001	2808319.42	10	 21.217934
2002	2184968.51	12	 13.284317
2003	4816924.82	12	 18.668935
2004	3285963.52	 0	       NaN
2005	4519786.15	 4	 14.496660
2006	2155391.98	11	 63.602404
2007	1657379.98	13	 29.786782
2008	2028338.91	12	 26.177567
2009	4491281.30	12	 29.625491
2010	3922714.11	12	 32.120187
2011	1743211.03	12	 74.332972
2012	1139113.31	12	 42.228466
2013	4492372.51	12	 29.832412
2014	3863028.96	12	 20.716639
2015	3732349.03	12	  9.849915
2016	4060327.36	12	 11.956321
