Year	Flux	Count_obs	Flux_per_err
1980	1002872.78	11	29.653975
1981	 825357.97	11	29.597709
1982	1226278.60	12	18.034885
1983	1528746.63	11	15.091180
1984	1448653.67	11	34.230627
1985	 808374.04	11	19.747831
1986	1171564.38	11	18.679358
1987	1197454.28	11	16.793944
1988	 904248.22	11	12.288654
1989	1257315.94	11	17.875655
1990	1261287.65	11	13.626076
1991	1014376.50	10	15.347862
1992	 976833.05	 9	27.235838
1993	 957375.79	 6	15.929535
1994	 986401.95	13	10.237284
1995	 823643.87	 9	32.798933
1996	1173433.69	 8	47.681433
1997	 854936.88	 8	18.207428
1998	 909985.91	 8	57.825789
1999	 855437.63	 8	11.849881
2000	 927523.88	 7	 7.336094
2001	 749761.57	 8	 8.736774
2002	 635099.92	 8	12.036454
2003	1101237.16	 8	 9.341986
2004	 878551.43	 8	11.178465
2005	 983538.29	 8	 7.965683
2006	1053774.71	 9	 5.884993
2007	 714523.18	12	11.375895
2008	 991675.33	12	10.195072
2009	 849754.54	12	11.916075
2010	 774927.89	12	 8.333291
2011	1152401.88	13	 9.348598
2012	 553512.62	12	 6.422052
2013	 715297.77	12	10.324219
2014	 657339.36	12	 6.995543
2015	 502370.44	11	10.844618
2016	 373634.78	12	10.375231
