Year	Flux	Count_obs	Flux_per_err
1980	 3018804.85	10	 34.58854
1981	 7136548.74	 6	 30.81518
1982	 9824259.81	 6	 30.30536
1983	 5352981.48	 6	 76.92398
1984	 4992675.92	 6	 26.93661
1985	 4820495.27	 6	 50.95305
1986	 5571207.25	 5	 67.05630
1987	 2379598.26	 0	      NaN
1988	  400699.55	 0	      NaN
1989	  265388.21	 0	      NaN
1990	 2601289.41	 0	      NaN
1991	 2838776.22	 0	      NaN
1992	 3037031.39	 2	 34.18749
1993	 8789706.50	12	 64.62939
1994	 1296836.61	13	 48.45346
1995	 4488549.28	12	133.48684
1996	 3622506.18	11	 78.74051
1997	 2888535.66	 9	 35.49119
1998	 5547414.23	 2	 40.01953
1999	 3128780.74	10	 46.03928
2000	  215913.94	 6	 43.22146
2001	 5060257.80	 6	 40.86199
2002	 3140209.06	 6	 51.53718
2003	  450269.58	 6	 82.97747
2004	 2452817.60	 6	 22.20224
2005	 2141372.99	 6	 57.64046
2006	  382434.14	 6	 93.11510
2007	 3879665.69	 9	 34.24473
2008	12551552.77	 6	 29.19211
2009	 7118151.50	 6	 25.16826
2010	12724641.49	 6	 41.13285
2011	 3637398.05	 6	 18.11067
2012	  561804.38	 6	 41.10003
2013	 5917488.85	 6	 24.93338
2014	 3224959.27	 6	 14.99451
2015	 5954729.85	 6	 19.26910
2016	 1154401.02	 6	 46.14179
