Year	Flux	Count_obs	Flux_per_err
1992	 890136.43	 1	 21.20645
1993	2169565.87	 7	 33.18216
1994	 669917.93	12	 43.33127
1995	1929599.67	12	 64.87974
1996	1060272.83	13	 63.99841
1997	1444368.25	 9	 76.96608
1998	2301810.69	 4	 49.23281
1999	1391766.29	12	 46.31887
2000	 149136.21	12	 66.87662
2001	1682798.20	12	 51.07004
2002	1434071.61	12	 84.84345
2003	 697368.16	12	 78.62272
2004	1175280.51	12	 48.35590
2005	 828942.52	12	 91.23238
2006	 163187.93	12	108.01715
2007	 978935.06	12	 37.37364
2008	3246658.94	12	 45.06439
2009	3290398.67	12	 41.83484
2010	3066967.81	12	 78.99619
2011	1834908.26	12	 52.85766
2012	 228015.70	12	 50.92908
2013	3467930.14	12	 66.54065
2014	1407438.67	12	 39.43578
2015	3341971.94	12	 59.37742
2016	 410135.10	12	 71.06335
