Year	Flux	Count_obs	Flux_per_err
1980	 361645.08	 2	 19.249337
1981	 544202.73	 1	  9.439812
1982	1584547.97	 0	       NaN
1983	 835928.46	 0	       NaN
1984	1932053.74	 0	       NaN
1985	2639183.23	 0	       NaN
1986	2261606.13	 0	       NaN
1987	2249031.55	 0	       NaN
1988	1357285.23	 0	       NaN
1989	1389456.98	 1	 20.905109
1990	2905220.81	 8	 22.434828
1991	1864458.62	 6	 16.737128
1992	1892823.20	 7	 33.257011
1993	2944116.58	 9	 27.722207
1994	1678650.40	 6	 53.209711
1995	1880708.88	 4	 37.282582
1996	1706427.81	 6	 44.128484
1997	1409142.91	12	 50.187847
1998	1858048.79	11	 15.585682
1999	1876756.48	10	 13.110646
2000	1379339.37	11	 14.729099
2001	1744385.33	11	114.381311
2002	1577093.06	 8	 23.288246
2003	 798910.60	14	 13.469341
2004	1711198.11	 9	 12.170750
2005	1215561.32	10	 14.720685
2006	 846675.28	13	 23.680256
2007	1184898.27	13	 13.742908
2008	2995848.96	15	 13.229036
2009	2320788.00	13	 12.415882
2010	1448870.53	12	 14.083416
2011	2695597.26	13	 18.805721
2012	 820822.39	10	 12.477378
2013	1553262.65	13	 12.166929
2014	1086775.53	13	  8.705168
2015	3182046.60	14	 14.440485
2016	1052234.13	10	 13.952167
