Year	Flux	Count_obs	Flux_per_err
1981	38156059.32	 69	 13.82020
1982	46853905.32	339	 40.95819
1983	35535080.96	365	148.27407
1984	33134724.95	363	 28.73974
1985	37983271.90	350	 41.77833
1986	42715867.83	352	 27.69095
1987	20056719.64	358	 40.67041
1988	20155818.22	350	 44.61389
1989	31213310.87	359	 32.88245
1990	58070569.15	364	 20.70505
1991	35364532.72	348	 41.86612
1992	48366840.51	321	 36.15750
1993	51509179.10	325	 69.05948
1994	25538854.42	341	 69.96037
1995	25221849.25	343	 30.61353
1996	47448516.64	340	 27.42655
1997	50679635.34	353	 27.29869
1998	44766640.68	364	 57.15786
1999	33256736.24	360	 55.04862
2000	28518149.23	348	 36.98092
2001	39125176.26	329	 24.68590
2002	32919982.94	342	 37.62485
2003	52489966.25	345	 32.24543
2004	38077065.46	304	 79.73447
2005	37603452.78	317	 47.09496
2006	40736827.63	329	 19.09572
2007	45338769.70	356	 37.60433
2008	42252976.30	358	 37.59012
2009	30606521.90	355	 32.33142
2010	27725801.61	362	 34.43951
2011	59707963.24	328	 31.68384
2012	17106760.51	350	 56.84889
2013	35026744.73	363	 27.52070
2014	34390300.81	341	 31.30454
2015	42793194.07	323	 52.91576
2016	25410740.42	266	 28.74481
