Year	Flux	Count_obs	Flux_per_err
1980	 17010.19	 2	10.055411
1981	 33771.89	 0	      NaN
1982	 45051.44	 0	      NaN
1983	 33198.37	 0	      NaN
1984	114884.69	 0	      NaN
1985	199187.96	 0	      NaN
1986	164557.24	 0	      NaN
1987	142204.37	 0	      NaN
1988	103926.77	 0	      NaN
1989	 98032.29	 0	      NaN
1990	203123.31	 0	      NaN
1992	125922.90	 2	10.186432
1993	298909.14	 6	32.538553
1994	253453.65	 7	62.719312
1995	276746.43	 4	45.545265
1996	168096.48	 6	46.495882
1997	239039.37	12	70.666809
1998	260650.53	12	31.129755
1999	370224.05	10	18.012271
2000	384045.19	12	10.361446
2001	321612.57	10	 6.106638
2002	232840.09	 9	 6.703399
2003	142305.60	11	15.351166
2004	449037.53	11	 7.887972
2005	305189.40	 7	10.157737
2006	106112.34	11	17.075988
2007	205178.15	12	14.090629
2008	649479.70	15	12.888519
2009	382106.82	11	23.960206
2010	231123.20	 9	13.597598
2011	362034.79	10	19.912914
2012	110394.90	10	27.637182
2013	280944.84	14	22.064318
2014	144659.27	13	13.973678
2015	648642.96	14	13.819277
2016	167737.67	11	12.708797
