Year	Flux	Count_obs	Flux_per_err
1980	1168007.47	 9	32.02962
1981	 583096.35	 0	     NaN
1982	1282327.32	 0	     NaN
1983	1365893.93	 0	     NaN
1984	1046494.78	 0	     NaN
1985	 747115.78	 0	     NaN
1986	1259692.05	 0	     NaN
1987	 605772.38	 9	62.89964
1988	 280847.59	11	82.62005
1989	 260598.88	10	24.20014
1990	 296903.77	 9	42.32567
1991	 348449.55	 8	32.39516
1992	 190443.03	10	64.91996
1993	 383942.47	10	50.36279
1994	 200538.37	11	66.07852
1995	 389897.35	10	56.53752
1996	 416629.21	10	42.41298
1997	 461795.67	10	38.44887
1998	 392639.11	10	59.28105
1999	 424210.11	 9	60.93304
2000	 239450.44	11	60.92956
2001	 145287.05	 8	48.91805
2002	 142699.02	 9	29.74445
2003	 191461.60	 8	32.84958
2004	 223603.93	 0	     NaN
2005	 306554.88	 0	     NaN
2006	 242557.61	 0	     NaN
2007	 171190.21	 0	     NaN
2008	 219111.12	 0	     NaN
2009	 303251.92	 0	     NaN
2010	 206612.16	 0	     NaN
2011	 354852.21	 0	     NaN
2012	 206350.91	 0	     NaN
2013	 162908.68	 5	34.36375
2014	 314127.88	 8	39.85568
2015	 278595.24	10	40.00802
2016	 238597.44	 9	40.01019
