Year	Flux	Count_obs	Flux_per_err
1980	120106.78	12	43.814539
1981	112843.05	12	32.332357
1982	196681.81	12	46.404120
1983	217181.63	11	60.028861
1984	209895.18	11	38.621713
1985	103730.94	11	71.563012
1986	119891.64	11	16.994004
1987	137540.65	11	31.003026
1988	 97902.29	11	67.968232
1989	174475.85	11	43.766809
1990	123721.79	11	37.273415
1991	 91529.68	11	45.941228
1992	 87789.65	 9	57.112362
1993	 85448.24	 6	53.550111
1994	 79437.80	11	41.640966
1995	 52151.84	 9	42.221294
1996	108071.56	 4	64.333944
1997	 54948.99	 4	55.888447
1998	 96962.75	 4	31.785669
1999	 76596.61	 4	36.665176
2000	 67822.08	 4	13.592127
2001	 58042.64	 4	 7.449535
2002	 45072.84	 4	10.761993
2003	 99261.44	 4	 5.940956
2004	 84204.41	 4	14.905759
2005	105940.00	 4	 8.368578
2006	136439.05	 6	13.807625
2007	 77146.30	12	12.265020
2008	121396.08	12	12.772348
2009	 86051.67	12	 4.772198
2010	102475.34	12	11.187390
2011	163189.86	12	 8.557502
2012	 46085.88	12	16.331660
2013	 99233.72	13	11.190207
2014	 89684.65	12	 7.881448
2015	 53684.91	12	14.925861
2016	 50320.16	12	18.571147
