Year	Flux	Count_obs	Flux_per_err
1991	 2023.053	23	 58.45196
1992	 1234.388	29	 33.91025
1993	 5932.729	26	 33.74662
1994	 1419.356	18	 56.86313
1995	10588.251	25	 52.25764
1996	 7877.639	29	 64.42732
1997	 8026.497	22	 59.21312
1998	 5598.109	22	 41.25433
1999	 5546.255	21	 87.22474
2000	 2454.959	16	127.92176
2001	 1165.623	20	 67.04864
2002	 1770.170	21	 54.54983
2003	 2547.852	20	 23.24131
2004	 1892.080	18	 20.04733
2005	 4768.855	23	 53.76476
2006	 7443.473	22	 64.10522
2007	 1684.406	14	 73.00681
2008	 1549.861	21	 28.96038
