Year	Flux	Count_obs	Flux_per_err
1983	4722.4803	 1	 23.98525
1984	1993.2605	 0	      NaN
1985	 984.7019	 0	      NaN
1986	3457.0934	 0	      NaN
1987	 567.2143	 0	      NaN
1988	 456.5665	 0	      NaN
1989	2116.5222	 1	 25.03477
1990	 965.5670	 1	 62.63822
1991	 883.6096	 2	 48.64377
1992	 676.1743	 7	 51.53273
1993	3107.9337	27	 33.94965
1994	 660.2633	27	 20.43340
1995	4669.3743	36	 38.18745
1996	4448.8257	34	 61.48888
1997	3615.8673	28	 38.95464
1998	3200.2923	29	 59.22024
1999	2925.5624	23	 69.83037
2000	1976.2076	23	 74.17665
2001	 823.0228	22	 30.08201
2002	1748.3544	27	 35.56514
2003	1924.5929	26	 24.81804
2004	1570.8895	24	 24.26679
2005	4921.9239	40	 47.96329
2006	3629.3166	27	105.85928
2007	1046.0584	18	 35.00440
2008	 809.9985	23	 38.87795
2009	1496.9292	 0	      NaN
2010	2698.5171	 0	      NaN
2011	3332.3944	 4	 49.21271
2012	2471.1454	23	 40.86001
2013	1083.6201	18	 65.60813
2014	 896.6164	21	 31.80240
2015	1078.1842	21	 60.40724
2016	5200.0998	15	 69.70310
