Year	Flux	Count_obs	Flux_per_err
1980	1680776.15	 6	 24.868493
1981	 873316.17	 0	       NaN
1982	1231757.31	 2	  8.441464
1983	2375875.72	 3	 16.324172
1984	3018769.44	 2	 24.212559
1985	1864104.32	 0	       NaN
1986	1342523.22	 0	       NaN
1987	1797420.40	 0	       NaN
1988	1397143.74	 0	       NaN
1989	1181035.29	 0	       NaN
1990	1243772.03	 0	       NaN
1991	1312025.46	 0	       NaN
1992	1371552.86	 0	       NaN
1993	1153195.93	10	 22.029608
1994	1043675.15	20	 33.882161
1995	1767901.05	13	 43.136791
1996	1091275.13	 7	 30.183785
1997	1357969.46	 9	 39.854698
1998	1741899.53	21	 45.342018
1999	1777054.91	27	 38.842282
2000	1203462.49	25	 39.150690
2001	1178186.65	 5	 32.329382
2002	 762394.12	 9	118.140759
2003	1175528.11	 6	 22.090505
2004	1306497.32	13	 29.805307
2005	1478150.94	12	 36.066198
2006	1270311.94	 5	 20.180208
2007	2104541.53	 5	 34.642412
