Year	Flux	Count_obs	Flux_per_err
1994	2887705.73	 1	 1.630175
1995	2250760.11	 0	      NaN
1996	5210606.59	14	19.888558
1997	1882605.15	18	58.264949
1998	4007445.64	23	31.404176
1999	1103055.01	29	14.822424
2000	1249611.92	22	24.316253
2001	1020767.71	20	70.118268
2002	 810342.32	 9	38.022293
2003	5230087.43	 0	      NaN
2004	2703618.80	 0	      NaN
2005	1791531.02	13	18.094135
2006	2132208.28	20	18.174415
2007	1556410.98	19	16.725077
2008	1010707.81	20	23.255811
2009	1591163.32	21	24.786749
2010	2543354.62	23	31.108276
2011	2555517.85	19	28.990088
2012	1274489.65	19	27.270382
2013	2573678.00	19	22.967302
2014	2551686.94	20	13.401617
2015	1996707.26	22	20.113752
2016	2130618.42	18	17.048150
