Year	Flux	Count_obs	Flux_per_err
1980	 61822.07	 6	  6.993144
1981	 44741.68	 6	 17.512127
1982	 70513.58	 6	 13.451440
1983	118413.70	 5	 13.234800
1984	115366.85	 6	 16.458389
1985	 72216.78	 6	 19.270859
1986	 76876.07	 6	 16.802531
1987	 84601.50	 6	 14.632123
1988	 65884.93	 4	 28.895687
1989	152038.56	 6	 24.195964
1990	103174.60	 6	 23.147331
1991	 81873.52	 5	 30.548588
1992	 47482.97	 5	 25.505936
1993	 89021.46	 5	 13.853146
1994	103013.86	 4	 27.544022
1995	 50514.73	 5	 29.725526
1996	110045.40	 5	  8.487760
1997	 62066.51	 5	 11.258770
1998	 51418.79	 6	 16.724127
1999	 55002.12	17	 14.194024
2000	 59108.73	15	 24.127577
2001	 54155.92	12	 10.374881
2002	 39345.83	 4	 17.258898
2003	104808.66	 4	 11.716746
2004	 81819.15	 4	 18.105013
2005	 76241.64	 4	 14.755708
2006	 83854.12	 4	 51.752033
2007	 81977.54	 5	314.222416
2008	 61172.40	 4	 31.881247
2009	 79493.77	 4	 19.402222
2010	 83561.27	 4	 19.508739
2011	114303.36	 4	 11.143929
2012	 53192.65	 4	 11.340730
2013	 81170.98	 4	 15.954338
2014	 91799.12	 4	  3.125664
2015	 79615.89	 4	 22.077712
2016	 53115.65	 4	 86.227952
