Year	Flux	Count_obs	Flux_per_err
1991	 7790.094	23	35.71266
1992	 4782.805	27	20.86967
1993	22841.007	25	37.20001
1994	 3842.982	17	40.50873
1995	26951.586	25	39.17705
1996	19111.164	30	46.76222
1997	16055.334	21	53.87843
1998	13595.483	22	36.96972
1999	12172.023	20	37.66564
2000	 8004.034	17	67.55695
2001	 3593.832	21	32.08507
2002	 7326.100	21	44.89592
2003	 7787.574	20	23.62680
2004	 6772.228	19	19.42511
2005	15992.025	26	44.31900
2006	18841.494	21	46.33501
2007	 5516.755	13	43.17142
2008	 5356.176	21	33.19242
