Year	Flux	Count_obs	Flux_per_err
1981	3338467.84	 48	20.10226
1982	3161751.58	329	15.97397
1983	3057105.35	344	17.35521
1984	3181363.32	341	16.18284
1985	3148766.85	353	15.56189
1986	2830723.58	359	16.71983
1987	2316508.15	324	15.69943
1988	1792520.79	261	19.98794
1989	2464626.21	323	16.05719
1990	3228490.56	222	20.46706
1991	1826685.52	332	14.85834
1992	2548814.03	227	30.81542
1993	2444717.85	348	24.05715
1994	2019383.92	345	31.34384
1995	1954194.17	329	18.91507
1996	3206691.83	290	21.34357
1997	2311698.38	362	15.84836
1998	2092093.47	364	29.22738
1999	1894412.76	357	19.13632
2000	2258777.00	341	23.02791
2001	1817695.00	336	26.54434
2002	2087429.56	361	16.82515
2003	3316749.63	337	17.27772
2004	3291694.69	304	24.32503
2005	2918904.01	304	15.38754
2006	2901949.72	328	18.08045
2007	2666088.35	355	14.00288
2008	2773158.83	361	15.84560
2009	2183696.38	350	15.30487
2010	2089443.20	342	14.69615
2011	3773148.54	345	27.01666
2012	2383802.11	339	16.99440
2013	2454242.55	337	16.69114
2014	2523531.01	346	16.44897
2015	2453833.45	332	26.72415
2016	2122023.07	268	25.29922
