Year	Flux	Count_obs	Flux_per_err
1989	1558976.58	 1	67.56416
1990	3445792.60	 8	21.37441
1991	2203876.12	 7	31.17200
1992	2358190.82	 6	78.79400
1993	3475935.62	11	38.35696
1994	2002187.42	13	66.08356
1995	2073232.19	 8	45.68575
1996	1794700.66	 6	69.95515
1997	1447750.19	12	71.93904
1998	2078184.50	12	19.57392
1999	2235674.51	11	20.66681
2000	2349632.55	12	16.08675
2001	2217092.03	12	15.19770
2002	1617747.50	 7	15.56851
2003	 762130.66	14	15.35039
2004	2417255.03	10	15.36534
2005	1581368.05	10	22.69263
2006	 727259.72	13	27.47696
2007	1437223.54	15	14.73237
2008	4085177.27	15	13.73661
2009	3051665.41	13	11.65353
2010	1587655.70	11	15.96760
2011	3401709.91	14	15.36291
2012	 944229.46	 8	38.03269
2013	1807744.65	14	14.16674
2014	1183339.92	11	13.88959
2015	4946755.69	17	15.36664
2016	1312869.87	 8	10.74553
