Year	Flux	Count_obs	Flux_per_err
1982	1631893.06	 1	53.52805
1983	1927946.41	 0	     NaN
1984	1273429.46	 1	19.91644
1985	1796758.16	 0	     NaN
1986	2497698.22	 0	     NaN
1987	2417376.14	 4	34.43125
1988	1913000.00	14	27.27790
1989	2390092.80	 0	     NaN
1990	1991781.89	 0	     NaN
1991	1393846.87	 0	     NaN
1992	1671157.08	 0	     NaN
1993	2117012.51	 0	     NaN
1994	1350301.34	 0	     NaN
1995	2174103.06	 0	     NaN
1996	1725910.68	 0	     NaN
1997	2284595.27	 0	     NaN
1998	1949160.06	 0	     NaN
1999	1431580.99	 0	     NaN
2000	1226289.40	 0	     NaN
2001	1180850.02	 0	     NaN
2002	 842496.63	 0	     NaN
2003	 865827.61	11	17.31419
2004	1250882.47	12	17.95091
2005	1263733.94	12	25.14871
2006	 758671.49	12	13.39561
2007	3614521.58	12	19.98175
2008	2382312.77	12	10.48237
2009	1349225.43	12	26.59557
2010	1549495.37	12	16.68738
2011	 833441.83	12	17.75231
2012	 838417.76	17	17.47536
2013	1477267.21	28	21.55653
2014	 841857.95	30	18.21642
2015	1733389.90	30	16.18953
2016	 978083.37	26	21.37596
