Year	Flux	Count_obs	Flux_per_err
1980	 6435236.90	10	31.812126
1981	 5470235.56	 7	19.286994
1982	 7286378.95	 5	19.445465
1983	 8569036.38	 6	11.466767
1984	 9838073.40	 9	26.774503
1985	 7363227.36	16	16.588224
1986	 7216225.37	29	12.896209
1987	 5992823.36	31	14.476064
1988	 4962072.61	25	57.537388
1989	 8889595.83	56	17.331094
1990	 7924456.12	 0	      NaN
1991	 4843569.37	 0	      NaN
1992	 3787149.09	 0	      NaN
1993	10283346.92	 0	      NaN
1994	10264800.85	 1	 3.589377
1995	 6418350.51	 1	 6.846441
1996	18496529.69	 0	      NaN
1997	 8145929.61	 0	      NaN
1998	 9891997.97	 0	      NaN
1999	 5025089.11	 0	      NaN
2000	 4871393.59	 0	      NaN
2001	 3725712.30	 0	      NaN
2002	 5030852.64	 4	20.986555
2003	14779004.13	 7	 7.328151
2004	12996673.54	 4	11.248181
2005	 7127886.95	 0	      NaN
2006	 6066539.61	 0	      NaN
2007	 5179486.94	 4	13.140270
2008	 7779233.64	 5	14.957058
2009	 6185436.70	 3	12.801431
2010	 7639712.45	 0	      NaN
2011	13676692.64	 0	      NaN
2012	 6070180.74	 0	      NaN
2013	 5191261.67	 0	      NaN
2014	 5184191.79	 0	      NaN
2015	 4422008.75	 1	22.626615
