Year	Flux	Count_obs	Flux_per_err
1980	108721.85	12	 41.532595
1981	106890.79	12	 27.647421
1982	168290.04	12	 56.398764
1983	187189.70	12	 59.946502
1984	180904.29	12	177.525469
1985	 98968.07	13	 37.130114
1986	130674.51	12	 18.699843
1987	147107.52	12	 37.679435
1988	102738.60	12	 46.747385
1989	137391.12	12	 38.255287
1990	142808.94	12	 24.168544
1991	107313.66	12	  8.711052
1992	 94719.09	12	 54.923470
1993	 88384.34	12	 36.102932
1994	 88497.60	12	 22.306490
1995	 58743.45	12	 35.803933
1996	116296.64	10	 14.119360
1997	 66538.21	 4	  3.120086
1998	103202.71	 4	 16.667481
1999	 63207.25	 4	 15.564551
2000	 70651.59	 3	 17.029003
2001	 71918.53	 5	 11.898439
2002	 51148.70	 3	 10.626134
2003	107871.68	 0	       NaN
2004	 82597.77	 0	       NaN
2005	125792.06	 0	       NaN
2006	120022.98	 0	       NaN
2007	 75424.74	 0	       NaN
2008	108071.94	 0	       NaN
2009	 91382.94	 0	       NaN
2010	109633.74	 0	       NaN
2011	116095.55	 0	       NaN
2012	 51709.08	 3	  5.042630
2013	 74894.52	10	 11.101594
2014	 65052.11	12	 11.728865
2015	 48386.02	11	 13.114211
2016	 61094.76	13	  7.538053
