Year	Flux	Count_obs	Flux_per_err
1980	1009583.92	12	30.269300
1981	1031224.07	12	17.566511
1982	1589298.08	12	14.119861
1983	1825900.31	10	22.450995
1984	1606835.23	11	28.308536
1985	 960635.42	11	23.828952
1986	1311066.69	11	16.785262
1987	1205084.22	11	49.208611
1988	1008840.92	18	43.624710
1989	1457941.64	21	18.556271
1990	1252128.49	23	30.463226
1991	1003134.53	10	24.361093
1992	 974180.27	 9	35.629932
1993	 950827.45	 6	20.047972
1994	 936621.91	 9	37.511601
1995	 720339.49	 8	13.014539
1996	1259834.28	 7	 8.333969
1997	 779224.98	 8	14.125553
1998	1142076.00	 8	18.410313
1999	 856318.60	 8	13.690500
2000	 890970.17	14	 7.501969
2001	 777055.90	18	16.511038
2002	 667502.21	 8	11.424699
2003	1137984.56	 8	17.177559
2004	 973120.59	 8	15.300899
2005	1194146.52	 8	 5.965283
2006	1167394.40	10	 8.583522
2007	 755577.40	12	10.079559
2008	1114153.91	12	 7.551348
2009	 931657.29	12	10.191915
2010	 829202.94	12	11.700479
2011	1238618.84	12	31.729915
2012	 564615.57	12	 9.681795
2013	 719543.46	12	 5.800540
2014	 668187.50	12	 9.783374
2015	 506290.17	12	12.792052
2016	 514283.65	12	 8.007587
