Year	Flux	Count_obs	Flux_per_err
1988	  5549.117	 6	91.89451
1989	 13052.709	12	41.54733
1990	 37661.906	 8	74.15669
1991	114928.892	13	30.00554
1992	 71382.321	17	68.84665
1993	121435.521	 3	21.88945
1994	 71959.876	12	26.87640
1995	 75381.656	11	29.36174
1996	 71457.586	12	29.53024
1997	 67552.498	 8	14.80171
1998	 42571.188	13	33.80531
1999	 62862.697	17	28.39508
2000	 16367.672	15	44.49337
2001	119487.968	17	42.71430
2002	147650.037	19	25.40667
2003	 70156.494	15	42.96263
2004	 54376.423	19	26.57222
2005	 49702.815	19	35.45879
2006	 50475.649	17	33.94500
2007	 54770.027	14	23.90581
2008	 39356.716	14	27.42247
2009	 21784.664	17	26.96323
2010	 61413.544	19	28.75353
2011	119104.103	18	42.50469
2012	 48164.226	17	42.00957
2013	 61952.310	18	32.15446
2014	119848.597	20	14.55230
2015	 43214.155	20	18.98995
