Year	Flux	Count_obs	Flux_per_err
1989	19290.8335	12	 30.93633
1990	12228.4353	12	 25.03623
1991	 9267.1169	11	 31.58617
1992	 8484.3730	13	 51.95996
1993	12542.8011	11	 70.08123
1994	 6774.1487	12	 34.37264
1995	17426.2577	 9	 43.05103
1996	15394.3387	 6	 31.98118
1997	 5550.6606	 7	 54.81108
1998	15522.8592	 8	 68.24544
1999	13550.4428	 8	103.53363
2000	 7748.1377	 6	 45.45031
2001	 4353.7260	 7	 34.73848
2002	 4408.3541	 8	 36.36174
2003	13006.6789	11	 43.96173
2004	 4099.8552	 7	 10.10218
2005	 4036.0387	 6	 31.35209
2006	 4459.0952	 7	 47.26761
2007	 3775.1743	 4	 19.85784
2008	 6216.4237	 6	110.68012
2009	 6203.2587	 6	 20.05768
2010	 4435.7747	 6	 83.29534
2011	  958.5861	 5	 18.30906
2012	 2323.9133	 5	 20.23912
2013	 6338.8783	 6	 27.94430
2014	 6834.9583	 6	 58.92475
2015	11685.5797	 6	 16.43363
2016	10210.7136	 7	 16.35969
