Year	Flux	Count_obs	Flux_per_err
1994	282514.43	12	34.090416
1995	327271.24	 5	 6.249677
1996	571764.83	 3	50.408631
1997	265473.70	12	24.830241
1998	279596.90	12	10.939934
1999	272518.20	12	17.914962
2000	147185.93	12	19.627691
2001	185584.85	19	31.708026
2002	180105.13	23	25.627725
2003	240705.42	12	 9.795902
2004	147427.58	 0	      NaN
2005	189521.20	 0	      NaN
2006	345276.66	 0	      NaN
2007	209074.25	 0	      NaN
2008	166600.22	 0	      NaN
2009	161739.61	 0	      NaN
2010	300756.11	 0	      NaN
2011	194788.69	 0	      NaN
2012	415770.31	 6	34.859620
2013	 90767.83	24	21.693761
2014	195765.39	24	29.586864
2015	249330.06	24	13.188208
