Year	Flux	Count_obs	Flux_per_err
1980	5934380.20	17	21.210791
1981	4696177.79	10	16.071286
1982	6055787.75	 6	29.446642
1983	6240822.03	 6	23.494611
1984	5206772.76	 6	52.449245
1985	3398868.31	 6	14.754094
1986	3766908.18	 7	38.779395
1987	2847739.26	14	26.375197
1988	2629724.73	15	28.580405
1989	2988749.83	15	20.002820
1990	3805318.65	12	16.232106
1991	3276550.08	 7	20.355137
1992	2181657.02	 5	29.309916
1993	2106241.59	 5	24.791434
1994	1808882.60	 4	10.653811
1995	3852317.56	 0	      NaN
1996	4515957.37	 0	      NaN
1997	4910029.86	 0	      NaN
1998	3295533.34	 0	      NaN
1999	4085766.97	14	19.996547
2000	2917901.59	 1	 6.860582
2001	1675659.57	12	17.246696
2002	2839086.24	18	20.976771
2003	2919257.39	15	17.251837
2004	2494974.04	 3	 8.936889
2005	1779044.32	 3	26.169537
2006	3130766.60	 0	      NaN
2007	3250286.25	 2	 3.168373
2008	2569461.25	 0	      NaN
2009	3010452.74	 0	      NaN
2010	2567908.12	 0	      NaN
2011	3435093.96	 0	      NaN
2012	3413409.22	 3	16.423787
2013	2900219.51	18	11.478644
2014	3065652.74	18	12.689660
2015	2587675.02	16	20.249325
2016	3355007.54	18	10.342937
