Year	Flux	Count_obs	Flux_per_err
1992	 982956.05	 2	12.639142
1993	1889660.80	11	51.924001
1994	1477149.57	13	57.522721
1995	1083398.27	13	60.382767
1996	1141416.38	12	39.262863
1997	1033240.55	 9	56.405849
1998	1253939.36	 1	96.123577
1999	 999060.33	12	24.738871
2000	 448413.93	12	28.461778
2001	 522814.87	12	49.976295
2002	1616051.65	12	36.780912
2003	 875386.25	12	27.154082
2004	1002948.26	12	22.971372
2005	 822535.51	12	33.315574
2006	 973089.46	12	16.121490
2007	 955266.69	12	34.503487
2008	2160500.74	12	32.298570
2009	1633504.02	12	21.015650
2010	 957842.85	12	27.508251
2011	2013929.83	12	27.567287
2012	 599462.76	12	51.651434
2013	1443060.31	11	16.814283
2014	 811388.87	12	 7.702062
2015	2162147.36	12	24.535117
2016	1361471.30	11	45.216955
