Year	Flux	Count_obs	Flux_per_err
1980	41996054.97	 8	 20.868151
1981	38057547.55	 8	 13.517536
1982	48301136.58	 6	 20.422894
1983	46977024.20	 5	 69.400842
1984	39505316.25	 6	130.807459
1985	22147468.10	 5	 53.082682
1986	32542255.98	 5	 52.259199
1987	23658208.34	 6	 29.460118
1988	25264177.32	 6	 67.785721
1989	23830303.56	 6	 53.675892
1990	27036084.82	 6	 71.917807
1991	25003251.83	 6	106.630897
1992	17671351.43	 6	 64.957588
1993	24333166.38	12	 36.382147
1994	22228477.11	14	 32.377148
1995	36804718.28	 9	 64.707094
1996	51633774.75	 9	 72.739753
1997	33155501.28	18	 71.553776
1998	33500474.24	13	 25.642128
1999	37415234.82	15	 28.900476
2000	21456973.81	13	 19.138439
2001	19740271.74	14	 21.572195
2002	25336580.56	16	 20.015820
2003	33136700.07	12	 15.594252
2004	27108695.99	 0	       NaN
2005	19062671.35	 0	       NaN
2006	47689784.01	 0	       NaN
2007	27918430.55	 0	       NaN
2008	26935619.95	 0	       NaN
2009	25488400.61	11	 11.013658
2010	29913515.59	 9	 14.374275
2011	25374026.19	 0	       NaN
2012	36993119.17	 5	 21.470160
2013	16256524.50	18	 34.842756
2014	27374537.49	18	 17.960821
2015	21651066.47	17	 12.293145
2016	27476349.66	17	  8.032502
