Year	Flux	Count_obs	Flux_per_err
1995	301489.59	 7	25.04903
1996	 98879.54	 0	     NaN
1997	260672.52	 6	14.24126
1998	322282.32	12	19.33560
1999	143620.45	 9	13.62237
2001	 68106.16	 3	27.29296
2002	357730.63	26	10.40621
2003	215998.60	14	18.71436
2004	261794.11	 0	     NaN
2005	126751.85	 0	     NaN
2006	158251.96	 0	     NaN
2007	251452.46	 0	     NaN
2008	168260.47	 0	     NaN
2009	194219.29	 6	14.24166
2010	142184.49	 0	     NaN
2011	129409.25	 0	     NaN
2012	155753.05	 6	24.61769
2013	125363.97	24	19.05985
2014	 80190.58	24	45.37972
2015	335360.56	24	24.70141
2016	188338.81	24	25.83392
