Year	Flux	Count_obs	Flux_per_err
1984	2946092.62	 3	25.301791
1985	1342632.11	16	27.021906
1986	1940310.04	28	18.666101
1987	1834665.36	39	18.405043
1988	1219782.75	28	27.569529
1989	2214003.50	54	16.491624
1990	2630539.54	 0	      NaN
1991	1459762.84	 0	      NaN
1992	1762033.00	 0	      NaN
1993	3322187.56	 0	      NaN
1994	2275662.07	 1	 6.615191
1995	1381382.90	 0	      NaN
1996	4433147.30	 0	      NaN
1997	1188748.77	 0	      NaN
1998	2488646.41	 0	      NaN
1999	1233504.32	 0	      NaN
2000	1390863.70	 0	      NaN
2001	 875412.27	 0	      NaN
2002	1098855.68	 4	12.543226
2003	3276841.64	 7	 8.728845
2004	2472659.95	 5	 4.820494
