Year	Flux	Count_obs	Flux_per_err
1988	 125.71834	32	101.99041
1989	 268.08996	26	 67.09383
1990	 116.97286	22	 42.90518
1991	  75.21359	25	 54.10884
1992	  55.55614	24	 40.40192
1993	 336.63190	31	 44.71341
1994	  84.55253	19	 41.52717
1995	 928.87276	34	 47.11340
1996	 869.20034	34	 71.40123
1997	1108.75129	24	 52.82437
1998	 908.62699	30	 46.40589
1999	 858.28536	24	 68.01223
2000	 318.82229	18	 76.71354
2001	 146.65377	23	 45.95550
2002	 163.87695	21	 28.16685
2003	 190.38895	24	 32.08488
2004	 223.84223	21	 22.81740
2005	 637.76761	32	 28.05143
2006	 980.32858	22	 60.30396
2007	 168.99710	12	 35.92326
2008	 152.19578	24	 32.19561
