Year	Flux	Count_obs	Flux_per_err
1994	2534.896	 3	37.71747
1995	1427.228	 1	35.41977
1996	5795.029	14	49.31352
1997	2234.244	11	50.60409
1998	4991.098	14	79.20434
1999	1424.159	13	64.22617
2000	1910.508	12	55.34636
2001	2457.274	13	26.06171
2002	 841.970	13	36.29450
2003	8115.783	13	76.70435
2004	3547.162	12	36.30416
2005	3887.432	10	43.43110
2006	2957.394	11	49.47963
2007	2222.316	11	34.88116
2008	5622.093	12	71.85807
2009	3778.379	11	50.86539
2010	2037.275	12	52.17445
2011	4475.182	14	30.85341
2012	1697.549	20	17.04355
2013	2301.686	18	10.40935
2014	4835.434	21	31.22146
2015	2918.360	22	24.56811
2016	2266.124	19	22.11513
