Year	Flux	Count_obs	Flux_per_err
1980	15271.682	 3	 38.17225
1981	10411.756	11	 36.76497
1982	67210.890	 8	 90.07221
1983	21014.150	 5	292.07682
1984	28379.273	 6	114.00454
1985	43125.032	 6	 77.14704
1986	 9016.552	 7	 67.42882
1987	 8802.864	 5	 35.27984
1988	11006.960	 7	 32.49073
1989	23207.471	 6	 27.61356
1990	23792.105	 6	 16.85499
1991	16532.186	 6	 19.95086
1992	 8534.046	 5	 45.16379
1993	15871.583	11	 31.72775
1994	12713.050	11	 40.83670
1995	11684.592	11	 40.37390
1996	13061.858	 9	 20.39542
1997	 9716.212	10	 33.06318
1998	10313.547	12	 77.58214
1999	 4597.005	11	 52.38943
2000	 8656.572	12	 82.82452
2001	 8898.648	10	 34.15458
2002	18134.463	 8	 45.26742
2003	 5653.517	 6	 41.43802
2004	 9177.699	 0	      NaN
2005	 6208.046	 0	      NaN
2006	 9234.400	 0	      NaN
2007	 6757.825	 0	      NaN
2008	38668.718	 0	      NaN
2009	19170.718	 0	      NaN
2010	 8218.356	 0	      NaN
2011	15659.450	 0	      NaN
2012	 9489.926	 1	 50.62425
2013	 9483.193	 6	 27.43538
2014	 4872.450	 6	 69.66184
2015	18111.283	 4	 18.78983
