HUC8,UNCLASSIFIED,OPEN_WATER,PERENNIAL_SNOW_I,DEVELOPED__OPEN_,DEVELOPED__LOW_I,DEVELOPED__MEDIU,DEVELOPED__HIGH_,BARREN_LAND,DECIDUOUS_FOREST,EVERGREEN_FOREST,MIXED_FOREST,SHRUB_SCRUB,HERBACEUOUS,HAY_PASTURE,CULTIVATED_CROPS,WOODY_WETLANDS,EMERGENT_HERBACE,TOTAL,AREA_INSIDE_US,UNCLASSIFIED_NLCD06,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,SNOWICENLCD06,DEVOPENNLCD06,DEVLOWNLCD06,DEVMEDNLCD06,DEVHINLCD06,BARRENNLCD06,DECIDNLCD06,EVERGRNLCD06,MIXEDFORNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,WOODYWETNLCD06,EMERGWETNLCD06,Location
04030112,0.00,21175200.00,0.00,42069600.00,11495700.00,1374300.00,67500.00,8705700.00,318532500.00,164150100.00,110431800.00,27523800.00,51486300.00,42152400.00,30604500.00,620346600.00,53269200.00,1503385200.00,1503385200.00,0.00,3.66,39.45,4.84,1.41,0.00,2.80,0.76,0.09,0.00,0.58,21.19,10.92,7.35,1.83,3.42,2.80,2.04,41.26,3.54,Within USA
04050003,0.00,118219500.00,0.00,362894400.00,249734700.00,68427900.00,31904100.00,24739200.00,1052631000.00,40450500.00,35992800.00,16552800.00,76343400.00,796307400.00,1735380900.00,631383300.00,20674800.00,5261636700.00,5261636700.00,0.00,13.55,21.46,48.12,2.25,0.00,6.90,4.75,1.30,0.61,0.47,20.01,0.77,0.68,0.31,1.45,15.13,32.98,12.00,0.39,Within USA
04050007,0.00,34198200.00,0.00,129836700.00,60353100.00,11788200.00,4991400.00,6615900.00,426044700.00,16200000.00,17075700.00,7461000.00,11612700.00,402804900.00,856035000.00,210808800.00,3192300.00,2199018600.00,2199018600.00,0.00,9.41,20.89,57.25,1.56,0.00,5.90,2.74,0.54,0.23,0.30,19.37,0.74,0.78,0.34,0.53,18.32,38.93,9.59,0.15,Within USA
04060106,0.00,171014400.00,0.00,84262500.00,23346000.00,3030300.00,666000.00,3860100.00,880541100.00,488383200.00,87519600.00,113566500.00,148543200.00,24701400.00,11620800.00,1311932700.00,457173900.00,3810161700.00,3810161700.00,0.00,2.92,38.23,0.95,4.49,0.00,2.21,0.61,0.08,0.02,0.10,23.11,12.82,2.30,2.98,3.90,0.65,0.30,34.43,12.00,Within USA
04060107,0.00,54554400.00,0.00,31698900.00,21432600.00,4138200.00,370800.00,20142000.00,327713400.00,163862100.00,34785900.00,18544500.00,67985100.00,39726900.00,9594000.00,583038900.00,53674200.00,1431261900.00,1431261900.00,0.00,4.03,36.78,3.45,3.81,0.00,2.21,1.50,0.29,0.03,1.41,22.90,11.45,2.43,1.30,4.75,2.78,0.67,40.74,3.75,Within USA
14060003,0.00,32846400.00,79200.00,75450600.00,28646100.00,1457100.00,341100.00,374255100.00,356399100.00,2489330700.00,44676900.00,2427162300.00,227794500.00,727142400.00,6557400.00,142081200.00,4756500.00,6938976600.00,6938976600.00,0.00,1.53,41.65,10.57,0.47,0.00,1.09,0.41,0.02,0.00,5.39,5.14,35.87,0.64,34.98,3.28,10.48,0.09,2.05,0.07,Within USA
14060004,0.00,74346300.00,0.00,25507800.00,3480300.00,504000.00,63900.00,161170200.00,653545800.00,908225100.00,37700100.00,1122253200.00,3298500.00,21109500.00,477900.00,4260600.00,176400.00,3016119600.00,3016119600.00,0.00,0.98,53.03,0.72,2.46,0.00,0.85,0.12,0.02,0.00,5.34,21.67,30.11,1.25,37.21,0.11,0.70,0.02,0.14,0.01,Within USA
04070002,0.00,18419400.00,0.00,38769300.00,22223700.00,4569300.00,627300.00,6923700.00,328297500.00,301028400.00,59583600.00,26058600.00,62366400.00,43943400.00,31799700.00,681805800.00,90961200.00,1717377300.00,1717377300.00,0.00,3.85,40.11,4.41,1.07,0.00,2.26,1.29,0.27,0.04,0.40,19.12,17.53,3.47,1.52,3.63,2.56,1.85,39.70,5.30,Within USA
04070003,0.00,79693200.00,0.00,78742800.00,55151100.00,12997800.00,3524400.00,45326700.00,392113800.00,201387600.00,77618700.00,48909600.00,105682500.00,81646200.00,93922200.00,802298700.00,55622700.00,2134638000.00,2134638000.00,0.00,7.05,31.44,8.22,3.73,0.00,3.69,2.58,0.61,0.17,2.12,18.37,9.43,3.64,2.29,4.95,3.82,4.40,37.58,2.61,Within USA
04070004,0.00,188119800.00,0.00,105816600.00,42084900.00,6546600.00,1691100.00,3129300.00,936140400.00,155718000.00,77508000.00,70450200.00,199715400.00,31193100.00,159372900.00,314014500.00,24072300.00,2315573100.00,2315573100.00,0.00,6.74,50.50,8.23,8.12,0.00,4.57,1.82,0.28,0.07,0.14,40.43,6.72,3.35,3.04,8.62,1.35,6.88,13.56,1.04,Within USA
04070005,0.00,59969700.00,0.00,66956400.00,18619200.00,736200.00,210600.00,1256400.00,458126100.00,186812100.00,72171900.00,74326500.00,125079300.00,24851700.00,46610100.00,387432000.00,30871800.00,1554030000.00,1554030000.00,0.00,5.57,46.15,4.60,3.86,0.00,4.31,1.20,0.05,0.01,0.08,29.48,12.02,4.64,4.78,8.05,1.60,3.00,24.93,1.99,Within USA
04070006,0.00,103338000.00,0.00,134178300.00,52362900.00,5959800.00,1946700.00,2716200.00,1037890800.00,237023100.00,126775800.00,74997900.00,189401400.00,176949000.00,161566200.00,876560400.00,56421900.00,3238088400.00,3238088400.00,0.00,6.01,43.29,10.45,3.19,0.00,4.14,1.62,0.18,0.06,0.08,32.05,7.32,3.92,2.32,5.85,5.46,4.99,27.07,1.74,Within USA
04070007,0.00,106119000.00,0.00,322967700.00,105894000.00,15101100.00,5542200.00,5786100.00,1424518200.00,1302310800.00,331767900.00,354801600.00,482845500.00,87011100.00,87342300.00,605664900.00,70423200.00,5308095600.00,5308095600.00,0.00,8.47,57.62,3.28,2.00,0.00,6.08,1.99,0.28,0.10,0.11,26.84,24.53,6.25,6.68,9.10,1.64,1.65,11.41,1.33,Within USA
04080101,0.00,47756700.00,0.00,125902800.00,76383900.00,11682000.00,2593800.00,8634600.00,616514400.00,351345600.00,89100900.00,47196900.00,163920600.00,234550800.00,260915400.00,553527000.00,64332000.00,2654357400.00,2654357400.00,0.00,8.16,39.82,18.67,1.80,0.00,4.74,2.88,0.44,0.10,0.33,23.23,13.24,3.36,1.78,6.18,8.84,9.83,20.85,2.42,Within USA
04080102,0.00,6536700.00,0.00,47367000.00,76423500.00,18246600.00,4031100.00,2559600.00,224047800.00,14378400.00,7695000.00,12230100.00,48389400.00,82345500.00,516325500.00,183411000.00,13591800.00,1257579000.00,1257579000.00,0.00,11.62,19.57,47.61,0.52,0.00,3.77,6.08,1.45,0.32,0.20,17.82,1.14,0.61,0.97,3.85,6.55,41.06,14.58,1.08,Within USA
04080103,0.00,3851100.00,0.00,68222700.00,95500800.00,11411100.00,3465000.00,6707700.00,102269700.00,3504600.00,4574700.00,1831500.00,9571500.00,211595400.00,1671258600.00,124015500.00,16038000.00,2333817900.00,2333817900.00,0.00,7.65,4.73,80.68,0.17,0.00,2.92,4.09,0.49,0.15,0.29,4.38,0.15,0.20,0.08,0.41,9.07,71.61,5.31,0.69,Within USA
04080104,0.00,1314900.00,0.00,55951200.00,41880600.00,4782600.00,1434600.00,999900.00,148152600.00,15019200.00,12110400.00,5147100.00,9965700.00,201875400.00,782860500.00,70473600.00,5358600.00,1357326900.00,1357326900.00,0.00,7.67,12.91,72.55,0.10,0.00,4.12,3.09,0.35,0.11,0.07,10.92,1.11,0.89,0.38,0.73,14.87,57.68,5.19,0.39,Within USA
14060007,0.00,12440700.00,0.00,38907000.00,19665000.00,4329900.00,135000.00,63997200.00,493162200.00,1053251100.00,35810100.00,2917712700.00,96632100.00,130728600.00,369000.00,18643500.00,349200.00,4886133300.00,4886133300.00,0.00,1.29,32.38,2.68,0.25,0.00,0.80,0.40,0.09,0.00,1.31,10.09,21.56,0.73,59.71,1.98,2.68,0.01,0.38,0.01,Within USA
16020101,0.00,13058100.00,0.00,30801600.00,7409700.00,5738400.00,456300.00,20834100.00,1113238800.00,495314100.00,22728600.00,1180841400.00,15273900.00,85117500.00,8877600.00,4189500.00,10481400.00,3014361000.00,3014361000.00,0.00,1.47,54.12,3.12,0.43,0.00,1.02,0.25,0.19,0.02,0.69,36.93,16.43,0.75,39.17,0.51,2.82,0.29,0.14,0.35,Within USA
04080204,0.00,48000600.00,0.00,323260200.00,239467500.00,83940300.00,35598600.00,19185300.00,697415400.00,29490300.00,25735500.00,8200800.00,50381100.00,622606500.00,946663200.00,282763800.00,33261300.00,3445970400.00,3445970400.00,0.00,19.80,21.84,45.54,1.39,0.00,9.38,6.95,2.44,1.03,0.56,20.24,0.86,0.75,0.24,1.46,18.07,27.47,8.21,0.97,Within USA
04080205,0.00,5746500.00,0.00,110479500.00,54536400.00,8032500.00,3438900.00,3308400.00,436536000.00,20278800.00,17315100.00,5954400.00,45048600.00,377884800.00,962683200.00,277733700.00,22417200.00,2351394000.00,2351394000.00,0.00,7.51,20.16,57.01,0.24,0.00,4.70,2.32,0.34,0.15,0.14,18.56,0.86,0.74,0.25,1.92,16.07,40.94,11.81,0.95,Within USA
04080206,0.00,13991400.00,0.00,39498300.00,88660800.00,45794700.00,17393400.00,2178900.00,21123900.00,653400.00,878400.00,309600.00,1527300.00,45567900.00,353596500.00,10855800.00,8707500.00,650737800.00,650737800.00,0.00,29.40,3.48,61.34,2.15,0.00,6.07,13.62,7.04,2.67,0.33,3.25,0.10,0.13,0.05,0.23,7.00,54.34,1.67,1.34,Within USA
16020203,0.00,22645800.00,0.00,37146600.00,18403200.00,12201300.00,1957500.00,18708300.00,775410300.00,390012300.00,28851300.00,379826100.00,8471700.00,60291000.00,16404300.00,6517800.00,68400.00,1776915900.00,1776915900.00,0.00,3.92,67.21,4.32,1.27,0.00,2.09,1.04,0.69,0.11,1.05,43.64,21.95,1.62,21.38,0.48,3.39,0.92,0.37,0.00,Within USA
16030004,0.00,9541800.00,0.00,53985600.00,14382900.00,1903500.00,62100.00,26611200.00,350982900.00,616464900.00,43890300.00,812457000.00,23975100.00,179978400.00,83110500.00,12489300.00,0.00,2229835500.00,2229835500.00,0.00,3.15,45.35,11.80,0.43,0.00,2.42,0.65,0.09,0.00,1.19,15.74,27.65,1.97,36.44,1.08,8.07,3.73,0.56,0.00,Within USA
07120004,0.00,76680000.00,0.00,410287500.00,1166426100.00,548223300.00,267940800.00,22799700.00,215939700.00,2686500.00,44415000.00,14487300.00,111059100.00,114189300.00,601960500.00,153483300.00,19095300.00,3769673400.00,3769673400.00,0.00,63.48,6.98,19.00,2.03,0.00,10.88,30.94,14.54,7.11,0.60,5.73,0.07,1.18,0.38,2.95,3.03,15.97,4.07,0.51,Within USA
07120006,0.00,179792100.00,0.00,398345400.00,531648900.00,148019400.00,46627200.00,34130700.00,508819500.00,5230800.00,61542000.00,29404800.00,72459900.00,376724700.00,1342908900.00,174589200.00,89053200.00,3999296700.00,3999296700.00,0.00,28.12,14.39,43.00,4.50,0.00,9.96,13.29,3.70,1.17,0.85,12.72,0.13,1.54,0.74,1.81,9.42,33.58,4.37,2.23,Within USA
02030103,0.00,102257100.00,0.00,719281800.00,338495400.00,237465900.00,100461600.00,10946700.00,979524000.00,9566100.00,17513100.00,10565100.00,10494900.00,15533100.00,16806600.00,352389600.00,15441300.00,2936742300.00,2936742300.00,0.00,47.53,34.28,1.10,3.48,0.00,24.49,11.53,8.09,3.42,0.37,33.35,0.33,0.60,0.36,0.36,0.53,0.57,12.00,0.53,Within USA
04100002,0.00,40281300.00,0.00,171251100.00,103598100.00,27256500.00,11724300.00,8638200.00,286189200.00,4195800.00,4217400.00,5506200.00,18810900.00,489408300.00,1359769500.00,205457400.00,16964100.00,2753268300.00,2753268300.00,0.00,11.40,10.70,67.16,1.46,0.00,6.22,3.76,0.99,0.43,0.31,10.39,0.15,0.15,0.20,0.68,17.78,49.39,7.46,0.62,Within USA
02030104,0.00,387010800.00,0.00,198675900.00,220034700.00,229341600.00,111744900.00,6732900.00,122868900.00,1980900.00,12481200.00,10078200.00,6329700.00,12496500.00,17437500.00,67678200.00,33441300.00,1438333200.00,1438333200.00,0.00,52.82,9.55,2.08,26.91,0.00,13.81,15.30,15.94,7.77,0.47,8.54,0.14,0.87,0.70,0.44,0.87,1.21,4.71,2.33,Within USA
02030105,0.00,36026100.00,0.00,510341400.00,334433700.00,167163300.00,56104200.00,14462100.00,722819700.00,20574000.00,27977400.00,86746500.00,22629600.00,224645400.00,292358700.00,328748400.00,18008100.00,2863038600.00,2863038600.00,0.00,37.30,26.94,18.06,1.26,0.00,17.83,11.68,5.84,1.96,0.51,25.25,0.72,0.98,3.03,0.79,7.85,10.21,11.48,0.63,Within USA
04010102,0.00,16839000.00,0.00,50713200.00,25971300.00,13274100.00,3195000.00,5186700.00,511506000.00,179029800.00,306106200.00,99783900.00,5998500.00,32551200.00,1812600.00,345131100.00,19999800.00,1617098400.00,1617098400.00,0.00,5.76,61.63,2.13,1.04,0.00,3.14,1.61,0.82,0.20,0.32,31.63,11.07,18.93,6.17,0.37,2.01,0.11,21.34,1.24,Within USA
04010202,0.00,123839100.00,0.00,36549000.00,3415500.00,1707300.00,451800.00,1798200.00,327946500.00,248219100.00,268393500.00,188294400.00,21512700.00,18378000.00,1422000.00,763562700.00,49915800.00,2055405600.00,2055405600.00,0.00,2.05,41.09,0.96,6.03,0.00,1.78,0.17,0.08,0.02,0.09,15.96,12.08,13.06,9.16,1.05,0.89,0.07,37.15,2.43,Within USA
02040206,0.00,596525400.00,0.00,230538600.00,98650800.00,38146500.00,15153300.00,14252400.00,328735800.00,60749100.00,74893500.00,61187400.00,7596900.00,137270700.00,541504800.00,540334800.00,348589800.00,3094129800.00,3094129800.00,0.00,12.36,15.01,21.94,19.28,0.00,7.45,3.19,1.23,0.49,0.46,10.62,1.96,2.42,1.98,0.25,4.44,17.50,17.46,11.27,Within USA
02040301,8214300.00,1133424900.00,0.00,329411700.00,308660400.00,142023600.00,49292100.00,54045000.00,408002400.00,520950600.00,198384300.00,67272300.00,19165500.00,22139100.00,133524000.00,847471500.00,218663100.00,4460644800.00,4460644800.00,0.18,18.59,25.27,3.49,25.41,0.00,7.38,6.92,3.18,1.11,1.21,9.15,11.68,4.45,1.51,0.43,0.50,2.99,19.00,4.90,Within USA
02040302,7303500.00,570516300.00,0.00,188029800.00,105437700.00,71331300.00,36307800.00,23953500.00,322068600.00,53897400.00,88816500.00,35323200.00,8977500.00,9999900.00,80816400.00,388610100.00,243324900.00,2234714400.00,2234714400.00,0.33,17.95,20.80,4.06,25.53,0.00,8.41,4.72,3.19,1.62,1.07,14.41,2.41,3.97,1.58,0.40,0.45,3.62,17.39,10.89,Within USA
02050204,0.00,10972800.00,0.00,125515800.00,51403500.00,14761800.00,4752900.00,5062500.00,1241158500.00,123815700.00,78884100.00,0.00,72000.00,170322300.00,175810500.00,112500.00,44100.00,2002689000.00,2002689000.00,0.00,9.81,72.10,17.28,0.55,0.00,6.27,2.57,0.74,0.24,0.25,61.97,6.18,3.94,0.00,0.00,8.50,8.78,0.01,0.00,Within USA
07010106,0.00,341798400.00,0.00,211033800.00,14636700.00,6574500.00,1694700.00,4840200.00,1910752200.00,459859500.00,1268100.00,201542400.00,146115900.00,579848400.00,509922000.00,362116800.00,384788700.00,5136792300.00,5136792300.00,0.00,4.55,46.17,21.21,6.65,0.00,4.11,0.28,0.13,0.03,0.09,37.20,8.95,0.02,3.92,2.84,11.29,9.93,7.05,7.49,Within USA
07010107,0.00,34481700.00,0.00,101999700.00,3210300.00,2680200.00,837000.00,1602000.00,491970600.00,34043400.00,685800.00,109485000.00,84393900.00,471244500.00,589228200.00,72951300.00,316388700.00,2315202300.00,2315202300.00,0.00,4.70,22.75,45.80,1.49,0.00,4.41,0.14,0.12,0.04,0.07,21.25,1.47,0.03,4.73,3.65,20.35,25.45,3.15,13.67,Within USA
07010108,0.00,173147400.00,0.00,123400800.00,15771600.00,7959600.00,2404800.00,622800.00,443799900.00,20668500.00,2130300.00,42820200.00,147502800.00,478848600.00,607093200.00,48666600.00,172430100.00,2287267200.00,2287267200.00,0.00,6.54,20.40,47.48,7.57,0.00,5.40,0.69,0.35,0.11,0.03,19.40,0.90,0.09,1.87,6.45,20.94,26.54,2.13,7.54,Within USA
07010201,0.00,66879900.00,0.00,88190100.00,44251200.00,17091000.00,3267000.00,264600.00,439128000.00,21211200.00,481500.00,3871800.00,92241900.00,835840800.00,766915200.00,57479400.00,219596400.00,2656710000.00,2656710000.00,0.00,5.75,17.35,60.33,2.52,0.00,3.32,1.67,0.64,0.12,0.01,16.53,0.80,0.02,0.15,3.47,31.46,28.87,2.16,8.27,Within USA
07010202,0.00,125064900.00,0.00,100986300.00,47580300.00,19815300.00,5229000.00,333900.00,216726300.00,7446600.00,433800.00,1570500.00,69894900.00,649228500.00,1348559100.00,16386300.00,89862300.00,2699118000.00,2699118000.00,0.00,6.43,8.32,74.02,4.63,0.00,3.74,1.76,0.73,0.19,0.01,8.03,0.28,0.02,0.06,2.59,24.05,49.96,0.61,3.33,Within USA
07010203,0.00,112615200.00,0.00,159764400.00,74060100.00,50628600.00,17748000.00,742500.00,466024500.00,30402900.00,1063800.00,24672600.00,113872500.00,506013300.00,1122777000.00,19368000.00,205316100.00,2905069500.00,2905069500.00,0.00,10.40,17.12,56.07,3.88,0.00,5.50,2.55,1.74,0.61,0.03,16.04,1.05,0.04,0.85,3.92,17.42,38.65,0.67,7.07,Within USA
07010204,0.00,264194100.00,0.00,130140900.00,92259900.00,33884100.00,8349300.00,1030500.00,297027000.00,7832700.00,1088100.00,55384200.00,91068300.00,541104300.00,2119055400.00,19710900.00,163208700.00,3825338400.00,3825338400.00,0.00,6.92,8.00,69.54,6.91,0.00,3.40,2.41,0.89,0.22,0.03,7.76,0.20,0.03,1.45,2.38,14.15,55.40,0.52,4.27,Within USA
07010205,0.00,126853200.00,0.00,99951300.00,73566900.00,27354600.00,6856200.00,946800.00,135645300.00,3222900.00,565200.00,24510600.00,14618700.00,313568100.00,2391972300.00,5939100.00,86675400.00,3312246600.00,3312246600.00,0.00,6.27,4.21,81.68,3.83,0.00,3.02,2.22,0.83,0.21,0.03,4.10,0.10,0.02,0.74,0.44,9.47,72.22,0.18,2.62,Within USA
07010206,0.00,224634600.00,0.00,454361400.00,499416300.00,300463200.00,133464600.00,7914600.00,240048000.00,13972500.00,1015200.00,26644500.00,42957900.00,258746400.00,212834700.00,16237800.00,176850000.00,2609561700.00,2609561700.00,0.00,53.18,9.77,18.07,8.61,0.00,17.41,19.14,11.51,5.11,0.30,9.20,0.54,0.04,1.02,1.65,9.92,8.16,0.62,6.78,Within USA
07010207,0.00,606627000.00,0.00,192283200.00,50301900.00,20882700.00,6443100.00,382500.00,950163300.00,43110900.00,5704200.00,36720900.00,126427500.00,661478400.00,732275100.00,204852600.00,468060300.00,4105713600.00,4105713600.00,0.00,6.57,24.33,33.95,14.78,0.00,4.68,1.23,0.51,0.16,0.01,23.14,1.05,0.14,0.89,3.08,16.11,17.84,4.99,11.40,Within USA
07020002,0.00,197726400.00,0.00,110783700.00,10644300.00,4029300.00,1032300.00,1905300.00,118672200.00,3006000.00,572400.00,3610800.00,104835600.00,147375000.00,1423873800.00,9804600.00,128230200.00,2266101900.00,2266101900.00,0.00,5.58,5.39,69.34,8.73,0.00,4.89,0.47,0.18,0.05,0.08,5.24,0.13,0.03,0.16,4.63,6.50,62.83,0.43,5.66,Within USA
07020004,0.00,82191600.00,0.00,255011400.00,44448300.00,14984100.00,3609000.00,6701400.00,90018000.00,1209600.00,144900.00,3089700.00,143861400.00,193026600.00,4315759200.00,24201900.00,214435800.00,5392692900.00,5392692900.00,0.00,5.90,1.69,83.61,1.52,0.00,4.73,0.82,0.28,0.07,0.12,1.67,0.02,0.00,0.06,2.67,3.58,80.03,0.45,3.98,Within USA
07020005,0.00,317798100.00,0.00,233903700.00,28736100.00,7295400.00,1862100.00,3613500.00,219100500.00,5040900.00,751500.00,8915400.00,148383000.00,422493300.00,3693530700.00,22242600.00,268306200.00,5381973000.00,5381973000.00,0.00,5.05,4.18,76.48,5.90,0.00,4.35,0.53,0.14,0.03,0.07,4.07,0.09,0.01,0.17,2.76,7.85,68.63,0.41,4.99,Within USA
07020006,0.00,31497300.00,0.00,91821600.00,17613000.00,6386400.00,1651500.00,1909800.00,17782200.00,9000.00,11700.00,42300.00,109280700.00,56242800.00,1421142300.00,3962700.00,51000300.00,1810353600.00,1810353600.00,0.00,6.49,0.98,81.61,1.74,0.00,5.07,0.97,0.35,0.09,0.11,0.98,0.00,0.00,0.00,6.04,3.11,78.50,0.22,2.82,Within USA
07020007,0.00,98488800.00,0.00,168556500.00,45375300.00,26720100.00,8678700.00,12983400.00,136470600.00,562500.00,48600.00,5770800.00,29894400.00,89351100.00,2657165400.00,37127700.00,172152900.00,3489346800.00,3489346800.00,0.00,7.15,3.93,78.71,2.82,0.00,4.83,1.30,0.77,0.25,0.37,3.91,0.02,0.00,0.17,0.86,2.56,76.15,1.06,4.93,Within USA
02050301,0.00,84851100.00,0.00,226602900.00,64510200.00,23281200.00,7228800.00,24453900.00,1910716200.00,155826900.00,166627800.00,18900.00,24300.00,569046600.00,510975900.00,5579100.00,905400.00,3750649200.00,3750649200.00,0.00,8.58,59.54,28.80,2.26,0.00,6.04,1.72,0.62,0.19,0.65,50.94,4.15,4.44,0.00,0.00,15.17,13.62,0.15,0.02,Within USA
07020008,0.00,29395800.00,0.00,166915800.00,19198800.00,7200900.00,1044000.00,1922400.00,42696900.00,0.00,108000.00,149400.00,70406100.00,57797100.00,2888055000.00,13378500.00,104086800.00,3402355500.00,3402355500.00,0.00,5.71,1.26,86.58,0.86,0.00,4.91,0.56,0.21,0.03,0.06,1.25,0.00,0.00,0.00,2.07,1.70,84.88,0.39,3.06,Within USA
07020010,0.00,32566500.00,0.00,119935800.00,15017400.00,5526900.00,845100.00,892800.00,24532200.00,9900.00,0.00,105300.00,20799900.00,11887200.00,1960246800.00,8811000.00,61726500.00,2262903300.00,2262903300.00,0.00,6.25,1.08,87.15,1.44,0.00,5.30,0.66,0.24,0.04,0.04,1.08,0.00,0.00,0.00,0.92,0.53,86.63,0.39,2.73,Within USA
07020011,0.00,61899300.00,0.00,153942300.00,25285500.00,9129600.00,2319300.00,1432800.00,40989600.00,416700.00,22500.00,1701000.00,67791600.00,39033900.00,2374033500.00,55874700.00,45969300.00,2879841600.00,2879841600.00,0.00,6.62,1.44,83.79,2.15,0.00,5.35,0.88,0.32,0.08,0.05,1.42,0.01,0.00,0.06,2.35,1.36,82.44,1.94,1.60,Within USA
07020012,0.00,145387800.00,0.00,315917100.00,237481200.00,140953500.00,59983200.00,3870000.00,331890300.00,8343900.00,1107000.00,86187600.00,38724300.00,490760100.00,2713379400.00,27351900.00,154274400.00,4755611700.00,4755611700.00,0.00,15.86,7.18,67.38,3.06,0.00,6.64,4.99,2.96,1.26,0.08,6.98,0.18,0.02,1.81,0.81,10.32,57.06,0.58,3.24,Within USA
07040002,0.00,109179900.00,0.00,204092100.00,78491700.00,29197800.00,7906500.00,1471500.00,329362200.00,3867300.00,603000.00,23298300.00,230243400.00,365410800.00,2306469600.00,35826300.00,83801700.00,3809222100.00,3809222100.00,0.00,8.39,8.76,70.14,2.87,0.00,5.36,2.06,0.77,0.21,0.04,8.65,0.10,0.02,0.61,6.04,9.59,60.55,0.94,2.20,Within USA
07040004,0.00,16128900.00,0.00,192959100.00,88734600.00,31120200.00,9512100.00,2623500.00,353644200.00,4014000.00,179100.00,571500.00,446994900.00,421118100.00,2060097300.00,42124500.00,13112100.00,3682934100.00,3682934100.00,0.00,8.75,9.72,67.37,0.44,0.00,5.24,2.41,0.84,0.26,0.07,9.60,0.11,0.00,0.02,12.14,11.43,55.94,1.14,0.36,Within USA
07040008,0.00,8857800.00,0.00,153106200.00,64512000.00,7963200.00,1876500.00,1158300.00,928100700.00,17995500.00,771300.00,399600.00,440989200.00,877350600.00,1773576900.00,16923600.00,16608600.00,4310190000.00,4310190000.00,0.00,5.28,21.97,61.50,0.21,0.00,3.55,1.50,0.18,0.04,0.03,21.53,0.42,0.02,0.01,10.23,20.36,41.15,0.39,0.39,Within USA
07100001,0.00,90329400.00,0.00,157261500.00,22986000.00,9863100.00,2340000.00,978300.00,11980800.00,47700.00,20920500.00,2049300.00,143598600.00,47675700.00,2619801900.00,4385700.00,96793200.00,3231011700.00,3231011700.00,0.00,5.96,1.02,82.56,2.80,0.00,4.87,0.71,0.31,0.07,0.03,0.37,0.00,0.65,0.06,4.44,1.48,81.08,0.14,3.00,Within USA
09020102,0.00,68895900.00,0.00,102722400.00,8156700.00,2813400.00,454500.00,497700.00,16711200.00,162000.00,109800.00,160200.00,10789200.00,31578300.00,1883007900.00,3271500.00,98180100.00,2227510800.00,2227510800.00,0.00,5.12,0.76,85.95,3.09,0.00,4.61,0.37,0.13,0.02,0.02,0.75,0.01,0.00,0.01,0.48,1.42,84.53,0.15,4.41,Within USA
09020103,0.00,726635700.00,0.00,232668000.00,29931300.00,12276900.00,3627000.00,2723400.00,1258109100.00,82020600.00,1265400.00,47917800.00,183277800.00,698938200.00,1335164400.00,56769300.00,272170800.00,4943495700.00,4943495700.00,0.00,5.63,27.13,41.15,14.70,0.00,4.71,0.61,0.25,0.07,0.06,25.45,1.66,0.03,0.97,3.71,14.14,27.01,1.15,5.51,Within USA
09020106,0.00,114401700.00,0.00,121579200.00,20699100.00,3729600.00,495900.00,910800.00,256290300.00,14240700.00,269100.00,3350700.00,64413000.00,198614700.00,1927575900.00,34001100.00,167431500.00,2928003300.00,2928003300.00,0.00,5.00,9.25,72.62,3.91,0.00,4.15,0.71,0.13,0.02,0.03,8.75,0.49,0.01,0.11,2.20,6.78,65.83,1.16,5.72,Within USA
09020108,0.00,147525300.00,0.00,145333800.00,13172400.00,1716300.00,240300.00,3329100.00,848555100.00,74551500.00,713700.00,27576900.00,62357400.00,276051600.00,2245067100.00,117668700.00,271335600.00,4235194800.00,4235194800.00,0.00,3.79,21.81,59.53,3.48,0.00,3.43,0.31,0.04,0.01,0.08,20.04,1.76,0.02,0.65,1.47,6.52,53.01,2.78,6.41,Within USA
09020302,0.00,1217925900.00,0.00,72153900.00,3430800.00,1053900.00,255600.00,402300.00,820442700.00,79178400.00,11356200.00,43089300.00,20294100.00,286565400.00,40838400.00,1859231700.00,570584700.00,5026803300.00,5026803300.00,0.00,1.53,18.12,6.51,24.23,0.00,1.44,0.07,0.02,0.01,0.01,16.32,1.58,0.23,0.86,0.40,5.70,0.81,36.99,11.35,Within USA
09020303,0.00,45881100.00,0.00,140493600.00,30380400.00,4964400.00,1456200.00,737100.00,131797800.00,4977000.00,1072800.00,4328100.00,24769800.00,187911900.00,2053931400.00,371851200.00,463764600.00,3468317400.00,3468317400.00,0.00,5.11,3.97,64.64,1.32,0.00,4.05,0.88,0.14,0.04,0.02,3.80,0.14,0.03,0.12,0.71,5.42,59.22,10.72,13.37,Within USA
09020304,0.00,46125900.00,0.00,69465600.00,7306200.00,1292400.00,34200.00,1716300.00,161217000.00,12853800.00,6300.00,7036200.00,19792800.00,191729700.00,976568400.00,459327600.00,760445100.00,2714917500.00,2714917500.00,0.00,2.88,6.41,43.03,1.70,0.00,2.56,0.27,0.05,0.00,0.06,5.94,0.47,0.00,0.26,0.73,7.06,35.97,16.92,28.01,Within USA
